Frequency,Impedance,Phase,Real,Imaginary,Magnitude
91090,1423.341513,-67.45067277,-310,-3339,3353.359659
91260,1419.949962,-67.23308665,-304,-3343,3356.793857
91430,1416.421338,-67.44917034,-303,-3348,3361.683061
91600,1418.343318,-67.55140202,-298,-3350,3363.228211
91770,1407.22681,-67.42222287,-293,-3358,3370.75852
91940,1408.090386,-67.61754007,-289,-3364,3376.391121
92110,1407.764967,-67.61621824,-283,-3370,3381.861765
92280,1404.262788,-67.62616932,-281,-3377,3388.670831
92450,1405.414881,-67.70873929,-275,-3381,3392.165385
92620,1400.822999,-67.84343264,-266,-3388,3398.426106
92790,1398.93497,-68.02791211,-266,-3391,3401.416911
92960,1394.449931,-67.8669616,-260,-3396,3405.938344
93130,1383.832267,-67.71407117,-255,-3408,3417.526737
93300,1391.628971,-67.90376187,-252,-3410,3419.298759
93470,1388.428424,-67.93886833,-248,-3415,3423.993137
93640,1383.641493,-68.03161996,-241,-3421,3429.478386
93810,1383.289254,-67.93027533,-237,-3427,3435.185293
93980,1381.611761,-67.88126406,-231,-3430,3437.769771
94150,1377.031215,-68.05471675,-226,-3442,3449.411544
94320,1375.033192,-67.96009467,-222,-3444,3451.147635
94490,1370.79013,-68.11287352,-217,-3452,3458.813814
94660,1371.52027,-68.0935403,-213,-3457,3463.555687
94830,1370.203742,-68.01342857,-207,-3464,3470.17939
95000,1370.479231,-68.11728547,-199,-3469,3474.703153
95170,1367.797077,-68.14028325,-194,-3473,3478.41415
95340,1369.228903,-68.40068278,-194,-3478,3483.406379
95510,1363.346158,-68.22826661,-185,-3482,3486.911097
95680,1363.01353,-68.34071953,-181,-3490,3494.690401
95850,1355.902226,-68.23249331,-176,-3497,3501.426138
96020,1355.493578,-68.29031337,-170,-3502,3506.123786
96190,1353.217691,-68.25297724,-168,-3508,3512.020501
96360,1350.754356,-68.38051357,-161,-3512,3515.688411
96530,1353.985217,-68.53713674,-160,-3519,3522.635519
96700,1346.465199,-68.34408858,-151,-3524,3527.233619
96870,1346.844758,-68.30809606,-146,-3530,3533.017973
