Frequency,Impedance,Phase,Real,Imaginary,Magnitude,Rs,Cs
61040,9245.007074,-57.33059873,-1412,-5068,5261.023475,4990.370095,3.35049E-10
61230,9214.485681,-57.31105326,-1399,-5086,5274.902558,4976.540718,3.35189E-10
61420,9203.061363,-57.21586367,-1383,-5099,5283.227233,4983.231877,3.34924E-10
61610,9186.53055,-57.16136747,-1368,-5113,5292.843565,4981.624491,3.34698E-10
61800,9167.508303,-57.08566291,-1352,-5128,5303.23373,4981.482196,3.34647E-10
61990,9142.245726,-56.99009256,-1337,-5145,5315.8813,4980.549632,3.34905E-10
62180,9116.606454,-56.86139567,-1319,-5165,5330.758483,4983.741236,3.35311E-10
62370,9100.201183,-56.79337249,-1304,-5181,5342.581492,4983.81627,3.35152E-10
62560,9080.450319,-56.73799961,-1289,-5195,5352.527067,4980.339826,3.35073E-10
62750,9066.749529,-56.6721944,-1272,-5209,5362.057907,4981.529415,3.34816E-10
62940,9053.526644,-56.52358695,-1249,-5223,5370.263494,4993.867832,3.34865E-10
63130,9027.57499,-56.51943756,-1239,-5238,5382.542615,4980.09838,3.34833E-10
63320,9008.34215,-56.44019879,-1223,-5254,5394.464292,4979.87491,3.34847E-10
63510,8990.479306,-56.34959902,-1206,-5269,5405.256423,4981.840581,3.3486E-10
63700,8972.59404,-56.26407308,-1188,-5285,5416.87816,4983.073566,3.3486E-10
63890,8946.882307,-56.18677462,-1170,-5303,5430.534872,4978.827397,3.35126E-10
64080,8938.674743,-56.11243047,-1153,-5314,5437.64701,4983.892384,3.3473E-10
64270,8915.604162,-56.02062666,-1135,-5330,5449.506858,4982.881337,3.34965E-10
64460,8896.663194,-55.96454698,-1123,-5341,5457.784349,4979.513826,3.3491E-10
64650,8882.310065,-55.87391289,-1101,-5358,5469.951097,4983.117684,3.34824E-10
64840,8862.174992,-55.79129429,-1084,-5374,5482.237864,4982.394901,3.34929E-10
65030,8844.001838,-55.70170608,-1066,-5391,5495.383244,4983.607862,3.34993E-10
65220,8834.512139,-55.64130181,-1047,-5399,5499.582711,4985.951916,3.34617E-10
65410,8818.107548,-55.55682483,-1029,-5412,5508.954983,4987.421158,3.34603E-10
65600,8798.657976,-55.51845823,-1015,-5427,5521.100796,4981.27847,3.34525E-10
65790,8776.573587,-55.43178925,-997,-5442,5532.573813,4979.713401,3.34746E-10
65980,8757.977567,-55.36041359,-979,-5456,5543.13783,4978.142393,3.34779E-10
66170,8741.269276,-55.24498616,-959,-5472,5555.399626,4983.123673,3.34922E-10
66360,8723.66267,-55.17348608,-941,-5487,5567.104274,4982.027027,3.34928E-10
66550,8709.404644,-55.10325976,-924,-5498,5575.103586,4982.643527,3.34804E-10
66740,8692.575227,-55.01485576,-904,-5512,5585.638728,4984.009926,3.34858E-10
66930,8676.750664,-54.94432345,-887,-5524,5594.760495,4983.684086,3.34805E-10
67120,8656.094859,-54.87285446,-869,-5541,5608.72909,4980.654742,3.34947E-10
67310,8646.937457,-54.78708225,-849,-5552,5616.538525,4985.967095,3.34708E-10
67500,8623.079299,-54.72964538,-831,-5567,5628.681018,4979.270121,3.34927E-10
67690,8609.194709,-54.64004912,-811,-5579,5637.637981,4982.237966,3.34896E-10
67880,8593.496563,-54.5806293,-796,-5591,5647.379658,4980.418679,3.34815E-10
68070,8575.684779,-54.5180788,-779,-5606,5659.865458,4977.722315,3.34835E-10
68260,8561.335593,-54.42162537,-757,-5619,5669.762782,4981.122345,3.34865E-10
68450,8543.574804,-54.32415986,-736,-5632,5679.887323,4982.601966,3.35037E-10
68640,8529.467656,-54.28545301,-721,-5643,5688.87423,4979.054353,3.34825E-10
68830,8517.985313,-54.20788589,-701,-5655,5698.282724,4981.70997,3.34677E-10
69020,8493.054254,-54.16884273,-684,-5672,5713.093733,4971.822431,3.349E-10
69210,8482.882174,-54.01990243,-661,-5682,5720.31861,4983.728857,3.35011E-10
69400,8471.349244,-53.98559855,-644,-5692,5728.315634,4981.056633,3.34694E-10
69590,8453.489896,-53.89291465,-623,-5705,5738.915751,4981.610073,3.3488E-10
69780,8439.641602,-53.78611997,-602,-5716,5747.613418,4986.149864,3.34972E-10
69970,8423.653249,-53.74220943,-585,-5729,5758.790324,4981.911075,3.34884E-10
70160,8409.344406,-53.66890046,-565,-5742,5769.73041,4982.120642,3.3486E-10
70350,8400.695944,-53.69812676,-552,-5751,5777.430657,4973.544059,3.34174E-10
70540,8381.626285,-53.53585264,-527,-5762,5786.049862,4981.365281,3.3473E-10
70730,8364.281717,-53.44911213,-508,-5776,5798.296302,4981.235111,3.34899E-10
70920,8351.790741,-53.35565975,-484,-5786,5806.208057,4984.732758,3.34906E-10
71110,8337.772498,-53.30399844,-467,-5798,5816.776857,4982.395982,3.34798E-10
71300,8321.351581,-53.23313981,-448,-5811,5828.243732,4980.831167,3.34873E-10
71490,8312.304124,-53.15265382,-426,-5820,5835.569895,4984.764728,3.34698E-10
71680,8299.066471,-53.08170145,-405,-5831,5845.04799,4985.046648,3.34655E-10
71870,8283.24212,-53.01680159,-386,-5841,5853.740428,4983.039445,3.34693E-10
72060,8275.298986,-52.93720566,-367,-5850,5861.500576,4987.439454,3.34481E-10
72250,8252.296579,-52.87510069,-347,-5867,5877.252589,4980.711071,3.34805E-10
72440,8235.700265,-52.79755231,-327,-5878,5887.088669,4979.57733,3.34944E-10
72630,8224.992316,-52.71450349,-306,-5887,5894.947413,4982.593582,3.34871E-10
72820,8211.931298,-52.63920363,-284,-5897,5903.834771,4983.263789,3.34864E-10
73010,8191.493413,-52.56231225,-263,-5910,5915.848967,4979.594549,3.3517E-10
73200,8182.721918,-52.48536749,-242,-5918,5922.945889,4982.983234,3.35003E-10
73390,8171.66938,-52.4157311,-223,-5927,5931.19364,4984.126776,3.349E-10
73580,8158.927598,-52.35539937,-202,-5938,5941.434844,4983.160647,3.34828E-10
73770,8129.155427,-52.19021758,-178,-5956,5958.659245,4983.513312,3.35938E-10
73960,8133.383608,-52.198403,-160,-5957,5959.148345,4985.187311,3.34863E-10
74150,8128.626876,-52.1492061,-143,-5963,5964.714411,4987.784803,3.34424E-10
74340,8103.890748,-52.08147327,-121,-5978,5979.224448,4980.167615,3.34895E-10
74530,8091.712569,-52.01487806,-101,-5987,5987.851869,4980.099774,3.34847E-10
74720,8083.869013,-51.93719363,-78,-5993,5993.507571,4983.906577,3.34675E-10
74910,8070.220127,-51.84643495,-57,-6002,6002.270654,4985.550381,3.34806E-10
75100,8054.689224,-51.80067258,-37,-6015,6015.113798,4981.013134,3.34813E-10
75290,8040.768083,-51.71350406,-14,-6024,6024.016268,4982.012065,3.34948E-10
75480,8035.436545,-51.63994013,8,-6031,6031.005306,4986.802583,3.34666E-10
75670,8019.351981,-51.58953565,26,-6041,6041.055951,4982.350423,3.34728E-10
75860,8005.208019,-51.52230911,47,-6051,6051.182529,4980.91942,3.34791E-10
76050,7996.078649,-51.44082835,67,-6056,6056.370613,4984.136016,3.34715E-10
76240,7982.952038,-51.38446166,90,-6066,6066.667619,4982.092658,3.34692E-10
76430,7969.394818,-51.31335039,112,-6076,6077.03217,4981.356241,3.3476E-10
76620,7957.693299,-51.24945642,132,-6084,6085.431784,4980.965899,3.3472E-10
76810,7943.391523,-51.14985403,156,-6093,6094.996719,4982.775573,3.34962E-10
77000,7933.719409,-51.08935963,177,-6100,6102.567411,4983.229251,3.34827E-10
77190,7905.286342,-51.19208105,186,-6114,6116.82859,4954.334012,3.34721E-10
77380,7911.571598,-50.96964853,219,-6117,6120.919049,4982.169668,3.34681E-10
77570,7896.319458,-50.88302968,243,-6125,6129.818431,4981.832445,3.34917E-10
77760,7883.373463,-50.82378498,263,-6133,6138.636494,4979.986524,3.34929E-10
77950,7874.260796,-50.74738773,284,-6141,6147.563501,4982.364773,3.34863E-10
78140,7864.023709,-50.68449389,307,-6148,6155.660241,4982.568951,3.34784E-10
78330,7850.043705,-50.5948189,330,-6157,6165.837251,4983.210781,3.34997E-10
78520,7837.960927,-50.52512469,352,-6162,6172.04569,4982.903674,3.35037E-10
78710,7827.40129,-50.49221659,370,-6171,6182.082254,4979.659922,3.34837E-10
78900,7822.272874,-50.37733586,394,-6174,6186.558979,4988.488123,3.34804E-10
79090,7802.559614,-50.32891636,415,-6187,6200.902676,4980.993569,3.35078E-10
79280,7797.246431,-50.28459417,436,-6191,6206.33362,4982.242984,3.34718E-10
79470,7786.103381,-50.1824106,461,-6198,6215.120675,4985.796472,3.34892E-10
79660,7776.7112,-50.16413562,480,-6205,6223.537981,4981.687179,3.34586E-10
79850,7761.913765,-50.09210425,502,-6211,6231.253887,4979.697272,3.34777E-10
80040,7753.426303,-50.01608619,525,-6217,6239.127663,4982.138616,3.3472E-10
80230,7741.425223,-49.95273822,547,-6225,6248.986638,4980.98225,3.34756E-10
80420,7728.688489,-49.82918501,574,-6231,6257.3826,4985.533844,3.35123E-10
80610,7731.699598,-49.78264771,605,-6228,6257.316438,4992.273206,3.34433E-10
80800,7709.031929,-49.72391056,616,-6245,6275.307243,4983.669034,3.34918E-10
80990,7697.866058,-49.69173119,636,-6249,6281.281478,4979.748317,3.34776E-10
81180,7687.024433,-49.60051413,659,-6255,6289.618907,4982.060985,3.34916E-10
81370,7679.265437,-49.53884492,683,-6261,6298.143377,4983.323884,3.34779E-10
81560,7668.593683,-49.45830997,705,-6266,6305.535743,4984.59486,3.34865E-10
81750,7659.541464,-49.42350943,726,-6271,6312.884998,4982.245413,3.34656E-10
81940,7649.033474,-49.35217941,748,-6276,6320.417708,4982.639293,3.34696E-10
82130,7640.743967,-49.28314907,772,-6284,6331.243164,4984.22039,3.3463E-10
82320,7624.726477,-49.2316111,791,-6289,6338.548888,4978.968173,3.34818E-10
82510,7615.734764,-49.14407729,817,-6294,6346.804314,4981.902554,3.34883E-10
82700,7612.746639,-49.07121317,838,-6294,6349.541716,4987.266313,3.34613E-10
82890,7598.928515,-49.03412781,862,-6302,6360.679838,4981.928778,3.34641E-10
83080,7587.187189,-48.96760858,884,-6307,6368.650171,4980.879053,3.3473E-10
83270,7579.202342,-48.91512524,904,-6310,6374.426719,4980.872101,3.34585E-10
83460,7586.032652,-48.87497778,928,-6306,6373.917163,4989.366139,3.33727E-10
83650,7559.057934,-48.76314928,951,-6322,6393.127951,4982.7288,3.34728E-10
83840,7550.075711,-48.72144608,971,-6326,6400.087265,4980.939119,3.3458E-10
84030,7530.16487,-48.78964596,990,-6337,6413.865371,4961.064032,3.34358E-10
84220,7534.664102,-48.58918224,1018,-6332,6413.310222,4983.829781,3.34431E-10
84410,7520.147717,-48.48993048,1043,-6338,6423.246298,4983.990414,3.34834E-10
84600,7511.255279,-48.42720316,1066,-6341,6429.979549,4984.251888,3.34802E-10
84790,7503.163752,-48.37583457,1089,-6345,6437.774926,4983.913118,3.34679E-10
84980,7491.315131,-48.32192687,1111,-6352,6448.428103,4981.309322,3.34738E-10
85170,7484.916178,-48.24409579,1135,-6352,6452.606373,4984.643866,3.34682E-10
85360,7471.778245,-48.20699352,1156,-6359,6463.220327,4979.502896,3.34718E-10
85550,7465.468253,-48.13925902,1178,-6359,6467.191431,4981.87417,3.34611E-10
85740,7456.359041,-48.10047878,1200,-6364,6476.148238,4979.552937,3.3448E-10
85930,7448.931908,-47.99855,1225,-6366,6482.791143,4984.448414,3.34608E-10
86120,7435.230207,-47.90282817,1250,-6372,6493.449315,4984.50393,3.34989E-10
86310,7429.788383,-47.86969513,1271,-6372,6497.524529,4984.042997,3.34672E-10
86500,7423.140235,-47.86029705,1290,-6375,6504.208253,4980.486223,3.34285E-10
86690,7404.573929,-47.78005679,1313,-6383,6516.644689,4975.713771,3.34814E-10
86880,7398.857221,-47.66723699,1340,-6385,6524.095723,4982.651936,3.34939E-10
87070,7388.818001,-47.62055778,1363,-6389,6532.770469,4980.339569,3.3491E-10
87260,7382.848581,-47.5585639,1386,-6390,6538.585168,4982.21392,3.34782E-10
87450,7382.956421,-47.65455041,1398,-6388,6539.185576,4973.152139,3.33539E-10
87640,7365.483838,-47.44592687,1432,-6394,6552.393456,4981.171505,3.34719E-10
87830,7359.526247,-47.35078519,1456,-6392,6555.730318,4986.137896,3.34776E-10
88020,7348.087504,-47.32220417,1477,-6398,6566.272382,4981.083444,3.34727E-10
88210,7344.145072,-47.20816965,1504,-6399,6573.371814,4989.147108,3.348E-10
88400,7334.799052,-47.16901586,1526,-6399,6578.440317,4986.475029,3.34718E-10
88590,7326.286658,-47.09161144,1551,-6402,6587.200088,4987.941912,3.34808E-10
88780,7319.997699,-47.04645947,1573,-6402,6592.414808,4987.883783,3.34624E-10
88970,7308.468377,-47.04820521,1592,-6405,6599.885529,4979.86466,3.34427E-10
89160,7297.807517,-46.96402866,1615,-6409,6609.349892,4980.442619,3.34659E-10
89350,7290.849869,-46.91737043,1637,-6408,6613.791122,4980.032341,3.34521E-10
89540,7282.789359,-46.81007388,1664,-6410,6622.461476,4984.478874,3.34767E-10
89730,7274.286112,-46.75772932,1686,-6413,6630.924898,4983.502303,3.34736E-10
89920,7264.501644,-46.71398622,1708,-6413,6636.552795,4980.83784,3.34719E-10
90110,7257.876481,-46.6492969,1733,-6413,6643.030784,4982.257251,3.34675E-10
90300,7251.164009,-46.58624807,1754,-6412,6647.575498,4983.448616,3.34627E-10
90490,7240.36805,-46.51811537,1780,-6415,6657.373731,4982.279695,3.348E-10
90680,7234.139891,-46.47181033,1800,-6416,6663.711879,4982.234456,3.34642E-10
90870,7233.376198,-46.47003158,1816,-6418,6669.976012,4981.871303,3.33988E-10
91060,7217.135688,-46.345553,1848,-6419,6679.720428,4982.042157,3.34732E-10
91250,7210.040107,-46.27487433,1875,-6419,6687.240537,4983.575283,3.34758E-10
91440,7200.046322,-46.23489141,1895,-6420,6693.83485,4980.297351,3.3475E-10
91630,7196.579312,-46.16124579,1918,-6417,6697.507969,4984.575408,3.34629E-10
91820,7181.794171,-46.14259266,1938,-6421,6707.092142,4976.020942,3.34729E-10
92010,7181.340054,-46.03494301,1963,-6417,6710.533362,4985.426568,3.34664E-10
92200,7173.517031,-46.06537662,1983,-6421,6720.232883,4977.252432,3.34167E-10
92390,7162.023437,-45.91980599,2013,-6419,6727.237918,4982.365549,3.34836E-10
92580,7157.983427,-45.89343945,2032,-6416,6730.087667,4981.920817,3.34486E-10
92770,7149.624048,-45.81564196,2058,-6416,6737.983378,4983.06888,3.34632E-10
92960,7141.549658,-45.78665654,2080,-6416,6744.735428,4980.031416,3.3449E-10
93150,7135.068273,-45.73149893,2100,-6417,6751.880405,4980.432633,3.34425E-10
93340,7130.281427,-45.63650055,2125,-6413,6755.90068,4985.550104,3.34509E-10
93530,7107.863604,-45.59881739,2147,-6420,6769.491044,4973.216411,3.35098E-10
93720,7109.676309,-45.53074771,2173,-6413,6771.151896,4980.515938,3.34723E-10
93910,7104.078336,-45.44736752,2198,-6413,6779.216253,4983.966804,3.34788E-10
94100,7097.219152,-45.41272206,2219,-6411,6784.164061,4982.211905,3.34634E-10
94290,7091.214691,-45.32208819,2246,-6410,6792.099528,4985.979335,3.34765E-10
94480,7079.715181,-45.29693745,2265,-6410,6798.406063,4980.103131,3.34779E-10
94670,7075.973969,-45.22275676,2287,-6408,6803.88367,4983.97873,3.34713E-10
94860,7067.718511,-45.18433709,2311,-6408,6811.988329,4981.527023,3.34656E-10
95050,7060.996165,-45.11941568,2336,-6406,6818.631241,4982.461292,3.34682E-10
95240,7059.095528,-45.04030311,2360,-6403,6824.075688,4988.021928,3.34565E-10
95430,7045.557456,-45.00982431,2382,-6401,6829.840774,4981.107141,3.34718E-10
95620,7041.3396,-44.94251726,2404,-6398,6834.736279,4983.971699,3.34646E-10
95810,7033.054665,-44.91940119,2427,-6397,6841.925022,4980.111484,3.34511E-10
96000,7026.263873,-44.86943668,2448,-6396,6848.468442,4979.627526,3.34464E-10
96190,7020.916123,-44.79286663,2473,-6392,6853.713811,4982.452514,3.34507E-10
96380,7012.143085,-44.74967619,2495,-6390,6859.819604,4979.949371,3.3452E-10
96570,7006.155437,-44.68463342,2519,-6388,6866.724474,4981.293121,3.3453E-10
96760,6997.775457,-44.60494414,2543,-6387,6874.635845,4982.174377,3.34744E-10
96950,6989.810866,-44.54681236,2567,-6385,6881.694123,4981.481265,3.34813E-10
97140,6981.441373,-44.48139909,2592,-6383,6889.205542,4981.104547,3.34948E-10
97330,6979.103803,-44.45015242,2612,-6378,6892.127973,4982.102854,3.34592E-10
97520,6970.891456,-44.4114952,2633,-6376,6898.265362,4979.532874,3.34563E-10
97710,6966.352849,-44.3158281,2659,-6370,6902.69375,4984.423843,3.34701E-10
97900,6957.844089,-44.28379382,2682,-6370,6911.586214,4981.052763,3.34652E-10
98090,6953.924217,-44.23573293,2704,-6363,6913.70993,4982.317555,3.3448E-10
