Frequency,Impedance,Phase,Real,Imaginary,Magnitude,Rs,Cs
60660,4996.063694,1.53E-03,-1441,-5032,5234.262603,5.00E+03,-1.96E-05
60850,4998.823258,-7.54E-03,-1428,-5047,5245.130408,5.00E+03,3.98E-06
61040,4998.828523,-7.58E-03,-1411,-5064,5256.901844,5.00E+03,3.94E-06
61230,4997.184631,8.78E-02,-1392,-5082,5269.192348,5.00E+03,-3.39E-07
61420,4998.837946,-7.64E-03,-1379,-5094,5277.355114,5.00E+03,3.89E-06
61610,4996.771675,-1.26E-02,-1364,-5109,5287.946388,5.00E+03,2.36E-06
61800,5000,0,-1349,-5122,5296.667348,5.00E+03,#DIV/0!
61990,5000.236219,1.04E-02,-1332,-5141,5310.753713,5.00E+03,-2.82E-06
62180,5008.440358,-1.36E-02,-1315,-5147,5312.328491,5.01E+03,2.16E-06
62370,5000.909478,-2.61E-03,-1296,-5173,5332.873991,5.00E+03,1.12E-05
62560,5000.449227,2.08E-02,-1282,-5188,5344.049775,5.00E+03,-1.40E-06
62750,5000,0,-1266,-5203,5354.807653,5.00E+03,#DIV/0!
62940,4997.24206,5.15E-02,-1245,-5222,5368.361854,5.00E+03,-5.63E-07
63130,4999.095248,2.45E-03,-1235,-5235,5378.703375,5.00E+03,-1.18E-05
63320,4998.821357,3.59E-02,-1216,-5251,5389.958905,5.00E+03,-8.03E-07
63510,5000.697066,-1.27E-02,-1201,-5263,5398.293249,5.00E+03,2.26E-06
63700,4999.098373,2.32E-03,-1184,-5280,5411.123358,5.00E+03,-1.24E-05
63890,4993.304149,-4.73E-03,-1167,-5299,5425.98286,4.99E+03,6.04E-06
64080,5000.899212,-2.23E-03,-1151,-5311,5434.291306,5.00E+03,1.27E-05
64270,4999.809035,-1.03E-02,-1132,-5324,5443.013871,5.00E+03,2.76E-06
64460,4988.831199,-0.048394056,-1117,-5345,5460.468295,4.99E+03,5.86E-07
64650,4997.840506,-1.63E-02,-1099,-5355,5466.610101,5.00E+03,1.73E-06
64840,5000,0,-1080,-5369,5476.546448,5.00E+03,#DIV/0!
65030,5000.893936,-2.01E-03,-1059,-5385,5488.142309,5.00E+03,1.39E-05
65220,4997.351854,-4.72E-02,-1046,-5399,5499.392421,5.00E+03,5.93E-07
65410,4999.66163,-2.04E-02,-1027,-5410,5506.616838,5.00E+03,1.36E-06
65600,4999.274321,1.21E-02,-1006,-5425,5517.486837,5.00E+03,-2.30E-06
65790,5001.61749,-1.39E-02,-993,-5437,5526.935679,5.00E+03,1.99E-06
65980,4998.857677,4.44E-02,-972,-5452,5537.967858,5.00E+03,-6.23E-07
66170,5001.775198,-3.56E-03,-956,-5466,5548.972157,5.00E+03,7.75E-06
66360,5000.151709,1.02E-02,-937,-5479,5558.543874,5.00E+03,-2.70E-06
66550,4999.851784,-1.01E-02,-920,-5493,5569.510661,5.00E+03,2.70E-06
66740,5001.029097,8.48E-03,-900,-5506,5579.071249,5.00E+03,-3.22E-06
66930,4996.469265,6.48E-03,-884,-5523,5593.298222,5.00E+03,-4.21E-06
67120,4999.862173,-1.01E-02,-865,-5533,5600.206603,5.00E+03,2.69E-06
67310,5001.896126,7.02E-03,-845,-5547,5610.992247,5.00E+03,-3.86E-06
67500,5005.281682,-9.00E-03,-827,-5557,5618.200602,5.01E+03,3.00E-06
67690,4997.364602,4.39E-03,-810,-5574,5632.546138,5.00E+03,-6.14E-06
67880,5001.75522,-2.85E-03,-792,-5585,5640.876616,5.00E+03,9.42E-06
68070,4999.879286,-1.00E-02,-772,-5600,5652.962409,5.00E+03,2.67E-06
68260,5000,0,-753,-5614,5664.274446,5.00E+03,#DIV/0!
68450,4996.695129,-5.62E-02,-737,-5627,5675.059295,5.00E+03,4.75E-07
68640,4998.254623,2.53E-03,-714,-5639,5684.022959,5.00E+03,-1.05E-05
68830,5003.809654,0.025046289,-694,-5649,5691.470548,5.00E+03,-1.06E-06
69020,5001.39152,4.87E-02,-675,-5662,5702.093388,5.00E+03,-5.43E-07
69210,4999.130666,1.16E-03,-659,-5675,5713.134516,5.00E+03,-2.28E-05
69400,5000.86842,-1.12E-03,-638,-5686,5721.681571,5.00E+03,2.35E-05
69590,5000,0,-620,-5698,5731.631879,5.00E+03,#DIV/0!
69780,4997.58451,2.30E-02,-599,-5712,5743.321774,5.00E+03,-1.14E-06
69970,4998.270789,2.01E-03,-581,-5724,5753.410901,5.00E+03,-1.30E-05
70160,5001.811676,7.96E-03,-561,-5735,5762.373296,5.00E+03,-3.27E-06
70350,4997.002301,-4.66E-02,-548,-5744,5770.081455,5.00E+03,5.56E-07
70540,4999.922141,-9.87E-03,-521,-5758,5781.522723,5.00E+03,2.62E-06
70730,4998.91592,-2.87E-02,-503,-5771,5792.87925,5.00E+03,8.98E-07
70920,5000.359794,4.92E-02,-482,-5782,5802.055498,5.00E+03,-5.23E-07
71110,4998.216459,-8.25E-03,-464,-5794,5812.549527,5.00E+03,3.11E-06
71300,4999.274778,2.04E-02,-443,-5806,5822.876008,5.00E+03,-1.26E-06
71490,4999.145139,7.14E-04,-424,-5818,5833.429523,5.00E+03,-3.57E-05
71680,4998.969655,-2.87E-02,-403,-5828,5841.916894,5.00E+03,8.87E-07
71870,4999.03595,-1.89E-02,-381,-5837,5849.421339,5.00E+03,1.34E-06
72060,5004.207224,-1.28E-02,-363,-5846,5857.259171,5.00E+03,1.98E-06
72250,5000,0,-340,-5859,5868.856873,5.00E+03,#DIV/0!
72440,4999.953487,-9.73E-03,-322,-5870,5878.825053,5.00E+03,2.59E-06
72630,5000.13085,2.92E-02,-301,-5881,5888.697819,5.00E+03,-8.61E-07
72820,5000.887311,9.24E-03,-280,-5890,5896.651592,5.00E+03,-2.71E-06
73010,5001.032535,0.048029315,-258,-5900,5905.638323,5.00E+03,-5.20E-07
73200,5001.689285,-7.83E-04,-239,-5910,5914.830598,5.00E+03,3.18E-05
73390,5003.343395,-1.11E-02,-218,-5919,5923.013169,5.00E+03,2.24E-06
73580,5001.627653,-1.99E-02,-200,-5931,5934.371155,5.00E+03,1.24E-06
73770,5004.445633,8.53E-02,-179,-5931,5933.700532,5.00E+03,-2.89E-07
73960,4999.138454,-0.009367485,-157,-5952,5954.070288,5.00E+03,2.63E-06
74150,4996.606501,-1.83E-02,-142,-5960,5961.691371,5.00E+03,1.34E-06
74340,4998.358686,0.019563227,-116,-5971,5972.126673,5.00E+03,-1.25E-06
74530,5000.836049,-1.52E-04,-95,-5979,5979.754677,5.00E+03,1.61E-04
74720,5002.484404,-1.95E-02,-75,-5987,5987.469749,5.00E+03,1.25E-06
74910,4995.006997,0.010066437,-53,-5999,5999.234118,5.00E+03,-2.42E-06
75100,5000.846262,2.86E-02,-32,-6007,6007.085233,5.00E+03,-8.50E-07
75290,4999.169023,1.58E-05,-10,-6017,6017.00831,5.00E+03,-1.53E-03
75480,4998.338053,1.90E-02,12,-6028,6028.011944,5.00E+03,-1.27E-06
75670,5002.498831,-2.83E-02,29,-6033,6033.0697,5.00E+03,8.50E-07
75860,5000.820293,9.56E-03,52,-6043,6043.223726,5.00E+03,-2.51E-06
76050,5003.295015,9.91E-03,72,-6051,6051.428344,5.00E+03,-2.42E-06
76240,5000,0,94,-6061,6061.728879,5.00E+03,#DIV/0!
76430,5000.839364,-9.26E-03,116,-6069,6070.108483,5.00E+03,2.58E-06
76620,5000.748311,0.037909619,139,-6076,6077.589736,5.00E+03,-6.28E-07
76810,4998.443491,-3.81E-02,156,-6087,6088.998686,5.00E+03,6.23E-07
77000,5000.024281,-9.39E-03,180,-6094,6096.657773,5.00E+03,2.52E-06
77190,4995.114352,-0.01112364,188,-6103,6105.894939,5.00E+03,2.13E-06
77380,5000.029904,-9.37E-03,223,-6109,6113.068787,5.00E+03,2.52E-06
77570,5003.199789,2.02E-02,245,-6116,6120.905244,5.00E+03,-1.16E-06
77760,4999.96456,9.34E-03,267,-6126,6131.8158,5.00E+03,-2.51E-06
77950,5000.038121,-9.32E-03,287,-6134,6140.710464,5.00E+03,2.51E-06
78140,4999.269864,-1.91E-02,309,-6141,6148.769145,5.00E+03,1.22E-06
78330,4999.8249,3.72E-02,334,-6149,6158.064387,5.00E+03,-6.27E-07
78520,5000.903298,-1.80E-02,355,-6155,6165.229112,5.00E+03,1.29E-06
78710,5000.049118,-9.26E-03,374,-6163,6174.337616,5.00E+03,2.50E-06
78900,5000.103663,-1.85E-02,395,-6168,6180.635,5.00E+03,1.25E-06
79090,4997.583432,-1.87E-03,417,-6179,6193.054981,5.00E+03,1.23E-05
79280,5001.493941,1.97E-02,442,-6185,6200.773258,5.00E+03,-1.16E-06
79470,4999.197016,-6.90E-04,464,-6192,6209.360676,5.00E+03,3.33E-05
79660,4998.584838,-2.90E-02,484,-6198,6216.868987,5.00E+03,7.89E-07
79850,4997.401944,2.53E-02,510,-6205,6225.923626,5.00E+03,-9.04E-07
80040,5000,0,528,-6211,6233.402361,5.00E+03,#DIV/0!
80230,5001.596211,1.62E-03,551,-6216,6240.373146,5.00E+03,-1.40E-05
80420,5001.016782,-2.65E-02,572,-6224,6250.228796,5.00E+03,8.54E-07
80610,4977.500683,-0.088961625,588,-6241,6268.638209,4.98E+03,2.55E-07
80800,4998.805244,-4.73E-02,615,-6237,6267.247721,5.00E+03,4.77E-07
80990,5000.711441,1.00E-02,641,-6241,6273.831525,5.00E+03,-2.25E-06
81180,5002.374945,2.88E-03,661,-6246,6280.878681,5.00E+03,-7.80E-06
81370,5000.173172,-1.81E-02,684,-6252,6289.305208,5.00E+03,1.24E-06
81560,5000.089161,-9.04E-03,707,-6259,6298.803855,5.00E+03,2.47E-06
81750,4999.908315,9.02E-03,730,-6265,6307.386543,5.00E+03,-2.47E-06
81940,5000.094256,-9.01E-03,751,-6269,6313.823089,5.00E+03,2.47E-06
82130,4997.549662,5.65E-03,778,-6278,6326.023079,5.00E+03,-3.93E-06
82320,4998.333866,6.71E-03,795,-6281,6331.11254,5.00E+03,-3.30E-06
82510,4999.115912,7.79E-03,820,-6286,6339.258316,5.00E+03,-2.84E-06
82700,5000.933095,5.61E-02,847,-6290,6346.771542,5.00E+03,-3.93E-07
82890,5001.559538,2.46E-03,866,-6293,6352.307061,5.00E+03,-8.95E-06
83080,4998.892377,2.55E-02,890,-6299,6361.564352,5.00E+03,-8.61E-07
83270,5000.665117,1.02E-02,909,-6303,6368.209324,5.00E+03,-2.15E-06
83460,5019.827422,0.124264806,937,-6298,6367.320708,5.02E+03,-1.75E-07
83650,5000,0,954,-6315,6386.653349,5.00E+03,#DIV/0!
83840,4999.641958,2.66E-02,978,-6321,6396.211769,5.00E+03,-8.19E-07
84030,4998.849948,-0.14732903,983,-6313,6389.073329,5.00E+03,1.47E-07
84220,5001.01918,-1.62E-02,1022,-6327,6409.010298,5.00E+03,1.33E-06
84410,4998.462678,-2.91E-03,1046,-6332,6417.81427,5.00E+03,7.42E-06
84600,5001.026805,-1.61E-02,1068,-6333,6422.422674,5.00E+03,1.34E-06
84790,4998.731251,-2.06E-02,1089,-6339,6431.861472,5.00E+03,1.05E-06
84980,5000.764799,1.54E-03,1114,-6342,6439.09621,5.00E+03,-1.39E-05
85170,5000.62684,1.03E-02,1137,-6344,6445.083785,5.00E+03,-2.08E-06
85360,5001.040768,-1.59E-02,1159,-6348,6452.936153,5.00E+03,1.35E-06
85550,4999.717119,1.74E-02,1183,-6355,6464.171563,5.00E+03,-1.22E-06
85740,5000,0,1203,-6358,6470.8093,5.00E+03,#DIV/0!
85930,4996.969286,-6.71E-03,1228,-6362,6479.431148,5.00E+03,3.17E-06
86120,5000.608045,1.04E-02,1250,-6363,6484.617876,5.00E+03,-2.04E-06
86310,4999.698104,-2.77E-02,1272,-6364,6489.875191,5.00E+03,7.63E-07
86500,5002.109359,1.39E-02,1295,-6366,6496.382147,5.00E+03,-1.51E-06
86690,5000.596831,1.04E-02,1319,-6371,6506.104979,5.00E+03,-2.02E-06
86880,5001.501954,3.62E-03,1341,-6376,6515.493611,5.00E+03,-5.80E-06
87070,5000,0,1366,-6380,6524.596233,5.00E+03,#DIV/0!
87260,5000,0,1389,-6383,6532.381648,5.00E+03,#DIV/0!
87450,5010.949861,-0.160766154,1402,-6378,6530.274726,5.01E+03,1.29E-07
87640,4997.931656,-1.43E-02,1435,-6386,6545.244151,5.00E+03,1.46E-06
87830,4998.746015,2.36E-02,1460,-6386,6550.770642,5.00E+03,-8.79E-07
88020,5001.485699,3.94E-03,1480,-6388,6557.205502,5.00E+03,-5.25E-06
88210,4997.993992,0.021486107,1506,-6391,6566.04272,5.00E+03,-9.63E-07
88400,4999.469382,2.54E-02,1530,-6393,6573.533981,5.00E+03,-8.11E-07
88590,5000.358615,-1.69E-02,1551,-6393,6578.453466,5.00E+03,1.22E-06
88780,4999.455681,2.53E-02,1575,-6394,6585.124221,5.00E+03,-8.11E-07
88970,5000.735926,2.10E-03,1594,-6397,6592.605327,5.00E+03,-9.76E-06
89160,4999.628523,1.68E-02,1620,-6400,6601.848226,5.00E+03,-1.22E-06
89350,5000.7527,-3.36E-02,1641,-6400,6607.032693,5.00E+03,6.07E-07
89540,5002.926961,8.72E-03,1665,-6400,6613.034477,5.00E+03,-2.33E-06
89730,5002.769194,-1.85E-02,1689,-6401,6620.084743,5.00E+03,1.10E-06
89920,4999.805266,8.35E-03,1713,-6406,6631.078721,5.00E+03,-2.43E-06
90110,5000.530354,1.06E-02,1735,-6405,6635.830769,5.00E+03,-1.91E-06
90300,4997.49576,-2.58E-02,1758,-6407,6643.810127,5.00E+03,7.84E-07
90490,4997.424476,9.68E-03,1781,-6408,6650.896556,5.00E+03,-2.08E-06
90680,4997.10932,-9.33E-03,1804,-6411,6659.980255,5.00E+03,2.16E-06
90870,4998.966279,-2.13E-02,1820,-6406,6659.522205,5.00E+03,9.44E-07
91060,4999.6956,-1.89E-02,1849,-6410,6671.349264,5.00E+03,1.06E-06
91250,5004.52214,6.21E-03,1875,-6409,6677.642249,5.00E+03,-3.21E-06
91440,4999.787702,8.22E-03,1898,-6410,6685.095661,5.00E+03,-2.43E-06
91630,5001.431887,4.92E-03,1921,-6408,6689.746258,5.00E+03,-4.05E-06
91820,5001.710823,2.38E-02,1943,-6408,6696.096848,5.00E+03,-8.34E-07
92010,5003.126953,2.89E-02,1969,-6409,6704.643316,5.00E+03,-6.86E-07
92200,5003.242484,-3.31E-02,1992,-6406,6708.569147,5.00E+03,5.96E-07
92390,4997.42451,8.60E-03,2016,-6411,6720.504222,5.00E+03,-2.30E-06
92580,4998.583053,-5.16E-03,2037,-6410,6725.880537,5.00E+03,3.82E-06
92770,5000.227521,-8.11E-03,2060,-6406,6729.073933,5.00E+03,2.43E-06
92960,5002.577174,-8.29E-03,2082,-6405,6734.890422,5.00E+03,2.37E-06
93150,5003.513493,-1.36E-02,2103,-6404,6740.461779,5.00E+03,1.44E-06
93340,5003.752075,3.22E-02,2129,-6403,6747.669968,5.00E+03,-6.07E-07
93530,4990.656445,-5.39E-02,2149,-6411,6761.591677,4.99E+03,3.63E-07
93720,5002.576008,-7.87E-03,2174,-6403,6762.003032,5.00E+03,2.47E-06
93910,5001.157574,1.35E-02,2198,-6402,6768.811417,5.00E+03,-1.44E-06
94100,4999.758207,7.99E-03,2221,-6402,6776.315002,5.00E+03,-2.43E-06
94290,5000.938913,-5.18E-03,2244,-6405,6786.719458,5.00E+03,3.74E-06
94480,5001.344791,3.23E-02,2269,-6398,6788.428758,5.00E+03,-5.97E-07
94670,5003.711714,6.26E-03,2290,-6398,6795.476731,5.00E+03,-3.07E-06
94860,5000.690947,2.86E-03,2315,-6399,6804.882512,5.00E+03,-6.71E-06
95050,5000.941689,-5.01E-03,2338,-6396,6809.923641,5.00E+03,3.83E-06
95240,4996.739653,4.11E-03,2365,-6394,6817.364667,5.00E+03,-4.67E-06
95430,5000.686641,2.94E-03,2385,-6392,6822.454763,5.00E+03,-6.51E-06
95620,5002.403542,-2.55E-02,2405,-6389,6826.664339,5.00E+03,7.48E-07
95810,4999.316154,-2.98E-03,2430,-6387,6833.64244,5.00E+03,6.38E-06
96000,4997.691799,-1.19E-03,2454,-6388,6843.146937,5.00E+03,1.59E-05
96190,5000.680892,3.03E-03,2477,-6382,6845.834719,5.00E+03,-6.26E-06
96380,5000.945598,-4.74E-03,2497,-6380,6851.234122,5.00E+03,3.99E-06
96570,4997.84115,0.017162305,2523,-6381,6861.682738,5.00E+03,-1.10E-06
96760,5000.133667,-2.63E-02,2545,-6379,6867.944816,5.00E+03,7.16E-07
96950,5000.674824,3.12E-03,2569,-6374,6872.236681,5.00E+03,-6.04E-06
97140,4999.451977,0.015426972,2595,-6372,6880.146001,5.00E+03,-1.22E-06
97330,5001.344082,6.32E-03,2614,-6367,6882.709132,5.00E+03,-2.96E-06
97520,5001.226346,-1.22E-02,2637,-6364,6888.705611,5.00E+03,1.53E-06
97710,5001.338121,6.41E-03,2660,-6361,6894.774906,5.00E+03,-2.91E-06
97900,4999.33269,-3.23E-03,2684,-6360,6903.148267,5.00E+03,5.77E-06
98090,4999.71645,7.63E-03,2707,-6356,6908.443023,5.00E+03,-2.44E-06
Frequency,Impedance,Phase,Real,Imaginary,Magnitude,
 1000 , 6405.42091417937 ,-28.2141143369651 ,-15709 ,-1325 , 15764.7805566713 
 1190 , 8595.86090149633 ,-21.4254726074463 ,-8636 ,-7135 , 11202.1748334866 
 1380 , 11716.0623266862 ,-6.72251895116113 ,-1947 ,-6857 , 7128.06130725599 
 1570 , 17652.7968518433 , 15.2859411572913 , 1179 ,-3608 , 3795.74827932517 
 1760 , 39139.4819955203 , 47.6837865886901 , 1057 ,-844 , 1352.62152873596 
 1950 , 265093.081817721 ,-88.9548537039686 ,-184 , 6 , 184.097800095493 
 2140 , 56959.4231630677 ,-57.0339214628677 ,-797 ,-415 , 898.573313647807 
 2330 , 53255.9145684944 ,-28.9712797226242 ,-534 ,-842 , 997.05566544702 
 2520 , 75353.4831822919 ,-4.29745410511566 ,-57 ,-693 , 695.340204504241 
 2710 , 197297.788163559 , 6.57956140127789 , 32 ,-252 , 254.023620948919 
 2900 , 218158.314583377 ,-87.1954115482345 ,-224 ,-9 , 224.180730661669 
 3090 , 108620.989053223 ,-77.6444321731894 ,-446 ,-87 , 454.406205943537 
 3280 , 99324.1402908822 ,-60.4344736218334 ,-442 ,-242 , 503.91269085031 
 3470 , 127503.05824745 ,-51.6087506660297 ,-307 ,-245 , 392.777290585899 
 3660 , 170048.825830522 ,-67.5439973521421 ,-267 ,-115 , 290.712916809694 
 3850 , 134190.522804143 ,-86.9932283243742 ,-364 ,-23 , 364.725924496738 
 4040 , 103416.887832937 ,-84.2974258078237 ,-472 ,-50 , 474.640916904558 
 4230 , 98564.2095890635 ,-76.3772208908098 ,-486 ,-123 , 501.323249012052 
 4420 , 107610.626226433 ,-73.3360624555953 ,-438 ,-141 , 460.135849505339 
 4610 , 114244.149371526 ,-79.9808055630555 ,-422 ,-87 , 430.874691760841 
 4800 , 101799.473602997 ,-86.5869344219016 ,-479 ,-42 , 480.83781049331 
 4990 , 88994.0429525716 ,-85.5635052011931 ,-548 ,-57 , 550.956441109458 
 5180 , 85305.0130829068 ,-81.0129883495072 ,-567 ,-107 , 577.007798907432 
 5370 , 89162.6631263475 ,-78.5756708142349 ,-538 ,-130 , 553.483513756282 
 5560 , 90411.1366855607 ,-81.9979039913798 ,-535 ,-99 , 544.082714299949 
 5750 , 85795.5064786882 ,-85.7406745263818 ,-567 ,-68 , 571.063043805148 
 5940 , 78243.9214621434 ,-86.0446117662867 ,-622 ,-71 , 626.039136156838 
 6130 , 74538.1492551975 ,-83.669316709365 ,-651 ,-103 , 659.097868301817 
 6320 , 74509.8637288319 ,-81.7786788500969 ,-648 ,-128 , 660.521006478976 
 6510 , 75814.3671939454 ,-82.4572533818762 ,-637 ,-122 , 648.577674608061 
 6700 , 73343.6762284311 ,-85.3224485095187 ,-662 ,-95 , 668.781728219305 
 6890 , 70031.924257096 ,-85.9685608903297 ,-693 ,-92 , 699.080109858663 
 7080 , 66873.9226649725 ,-85.2428604009057 ,-725 ,-107 , 732.853327753924 
 7270 , 65418.6918760712 ,-84.0535029910333 ,-739 ,-127 , 749.833314810698 
 7460 , 64524.1444865783 ,-84.1809249790598 ,-749 ,-130 , 760.198000523548 
 7650 , 63033.5021050293 ,-84.9114356095773 ,-767 ,-125 , 777.119038500538 
 7840 , 60605.6582991312 ,-85.243424954551 ,-798 ,-127 , 808.042696891693 
 8030 , 58763.4842556898 ,-84.6608397107834 ,-822 ,-141 , 834.005395665999 
 8220 , 57861.004609004 ,-83.9662593241733 ,-833 ,-156 , 847.481563221289 
 8410 , 56952.1487523331 ,-84.0143890813627 ,-846 ,-161 , 861.183487997767 
 8600 , 55881.6146540465 ,-84.4971987869089 ,-862 ,-159 , 876.5414993028 
 8790 , 54329.2326999202 ,-84.477150579684 ,-886 ,-165 , 901.233044223302 
 8980 , 52682.0331621605 ,-84.1369308744744 ,-913 ,-178 , 930.189765585496 
 9170 , 51670.6099059192 ,-83.5402709812633 ,-929 ,-194 , 949.040041304897 
 9360 , 51132.032730941 ,-83.6178588247421 ,-938 ,-198 , 958.669911909204 
 9550 , 50379.1967811983 ,-83.8974559659023 ,-952 ,-199 , 972.576475142187 
 9740 , 49145.2127818183 ,-84.1819129546548 ,-976 ,-201 , 996.48231293887 
 9930 , 47749.817046844 ,-83.8191183801934 ,-1003 ,-215 , 1025.7845777745 
 10120 , 46870.9749664005 ,-83.2018678058805 ,-1020 ,-233 , 1046.27386472185 
 10310 , 46404.5932061625 ,-82.6406352843911 ,-1027 ,-249 , 1056.75446533242 
 10500 , 45934.443689111 ,-83.0758634288159 ,-1038 ,-247 , 1066.98313013843 
 10690 , 45213.3333676829 ,-83.4750553128847 ,-1055 ,-246 , 1083.30097387568 
 10880 , 44217.0478018226 ,-83.6105658006734 ,-1078 ,-251 , 1106.83557947872 
 11070 , 43312.3561436015 ,-83.6717347491833 ,-1100 ,-258 , 1129.85131765202 
 11260 , 42499.7708584737 ,-83.0043868638518 ,-1118 ,-278 , 1152.04513800458 
 11450 , 41845.8975003523 ,-83.0424602323798 ,-1135 ,-285 , 1170.23501913077 
 11640 , 41137.1743114819 ,-83.0682886534339 ,-1154 ,-292 , 1190.36969047435 
 11830 , 40455.335441883 ,-82.9016820811869 ,-1172 ,-303 , 1210.53417960832 
 12020 , 39791.8646215516 ,-82.7105777902113 ,-1190 ,-315 , 1230.98537765483 
 12210 , 39235.6351320348 ,-82.5351152050185 ,-1205 ,-326 , 1248.31927005875 
 12400 , 38657.0492407764 ,-82.5865126648927 ,-1222 ,-333 , 1266.55951301153 
 12590 , 37963.1276794907 ,-82.5346721058096 ,-1243 ,-343 , 1289.45647464348 
 12780 , 37300.4484660515 ,-82.2574484696374 ,-1263 ,-358 , 1312.7577842085 
 12970 , 36888.6904561791 ,-81.9606438286207 ,-1275 ,-372 , 1328.16000542103 
 13160 , 36430.7742606222 ,-81.7956947762523 ,-1289 ,-384 , 1344.98215601546 
 13350 , 36001.9647258414 ,-81.7909152371467 ,-1303 ,-392 , 1360.68842870071 
 13540 , 35472.9611895287 ,-81.8348531378288 ,-1321 ,-400 , 1380.23222683721 
 13730 , 34923.9287040925 ,-81.849598385383 ,-1341 ,-409 , 1401.98502131799 
 13920 , 34615.8909432436 ,-81.5127555862885 ,-1351 ,-423 , 1415.67298483795 
 14110 , 33997.7398028523 ,-81.1728747706638 ,-1371 ,-443 , 1440.79491948022 
 14300 , 33651.5228705697 ,-81.1451184880728 ,-1384 ,-452 , 1455.93955918506 
 14490 , 33286.5523996097 ,-81.2301882877427 ,-1398 ,-459 , 1471.42278084852 
 14680 , 32814.3311651263 ,-81.2707391499683 ,-1417 ,-467 , 1491.9711793463 
 14870 , 32273.9096425733 ,-81.1194280801326 ,-1438 ,-482 , 1516.63047575868 
 15060 , 31896.5037418913 ,-80.9651681236813 ,-1453 ,-495 , 1535.00293159329 
 15250 , 31659.0213091147 ,-80.8763632128486 ,-1462 ,-504 , 1546.43460902813 
 15440 , 31186.7968762832 ,-80.6754590854004 ,-1481 ,-521 , 1569.9687894987 
 15630 , 30803.5884117549 ,-80.6706309716737 ,-1498 ,-531 , 1589.32847454515 
 15820 , 30382.9989683011 ,-80.5125954915887 ,-1516 ,-546 , 1611.32616189274 
 16010 , 30095.6751538261 ,-80.4482265737054 ,-1529 ,-557 , 1627.29530202726 
 16200 , 29749.2874827194 ,-80.2304171605957 ,-1543 ,-573 , 1645.9580796606 
 16390 , 29451.15675573 ,-80.0743055269023 ,-1556 ,-587 , 1663.04088945522 
 16580 , 29072.1982895366 ,-80.1679705433889 ,-1575 ,-595 , 1683.6418859128 
 16770 , 28724.8095134551 ,-80.079344832439 ,-1592 ,-608 , 1704.15022811958 
 16960 , 28429.5016031708 ,-79.7507101030995 ,-1604 ,-628 , 1722.55624001076 
 17150 , 28153.7996920684 ,-79.6572270164956 ,-1617 ,-641 , 1739.4165688529 
 17340 , 27908.3633606469 ,-79.6769901480655 ,-1630 ,-650 , 1754.82192828788 
 17530 , 27602.355482948 ,-79.5493790910711 ,-1644 ,-665 , 1773.40378932718 
 17720 , 27238.4781370008 ,-79.4495512481477 ,-1664 ,-680 , 1797.58059624597 
 17910 , 26962.2828169414 ,-79.2074829067264 ,-1677 ,-698 , 1816.46167039109 
 18100 , 26779.1806334366 ,-79.068262749536 ,-1685 ,-713 , 1829.64313460303 
 18290 , 26518.0866416452 ,-78.9056240362501 ,-1697 ,-728 , 1846.56248201895 
 18480 , 26274.4141280069 ,-78.9693924577914 ,-1711 ,-737 , 1862.97879751757 
 18670 , 26033.1039874976 ,-79.10352768845 ,-1727 ,-743 , 1880.04733982951 
 18860 , 25723.2602607272 ,-78.9028864839752 ,-1743 ,-762 , 1902.28625606137 
 19050 , 25467.7379707449 ,-78.7098721519588 ,-1756 ,-780 , 1921.44112582197 
 19240 , 25174.6978635765 ,-78.5983767047926 ,-1774 ,-796 , 1944.40016457518 
 19430 , 24908.5315498174 ,-78.4692714984255 ,-1789 ,-812 , 1964.65391354304 
 19620 , 24736.6030962238 ,-78.256342966108 ,-1797 ,-829 , 1979.00227387439 
 19810 , 24484.6011504448 ,-78.268924642074 ,-1813 ,-842 , 1998.98299142339 
 20000 , 24246.4243347455 ,-78.1624199160353 ,-1826 ,-857 , 2017.10807841325 
 20190 , 24053.2750976843 ,-77.9983034959023 ,-1838 ,-874 , 2035.21988983992 
 20380 , 23822.933213478 ,-77.9465064817656 ,-1852 ,-888 , 2053.88607278982 
 20570 , 23596.6667527444 ,-77.7989861265878 ,-1866 ,-906 , 2074.31723706862 
 20760 , 23373.0998687424 ,-77.6301208850878 ,-1879 ,-925 , 2094.34142393259 
 20950 , 23187.7918195528 ,-77.5794593028702 ,-1891 ,-938 , 2110.85882995524 
 21140 , 23020.6255586255 ,-77.4798006234304 ,-1900 ,-953 , 2125.60791304511 
 21330 , 22827.4744603231 ,-77.3537636902045 ,-1912 ,-970 , 2143.97854466877 
 21520 , 22621.759551035 ,-77.2301269789592 ,-1925 ,-987 , 2163.28315298761 
 21710 , 22431.6230301614 ,-77.1617020728783 ,-1938 ,-1002 , 2181.70758810616 
 21900 , 22225.7689085799 ,-76.9498652147646 ,-1950 ,-1024 , 2202.51583422231 
 22090 , 22086.3183915839 ,-76.8346811743928 ,-1958 ,-1039 , 2216.59310654888 
 22280 , 21920.2195590135 ,-76.806098810473 ,-1969 ,-1052 , 2232.41237230042 
 22470 , 21744.3587667107 ,-76.6843478458881 ,-1980 ,-1070 , 2250.62213621034 
 22660 , 21546.4917011298 ,-76.5858398114864 ,-1994 ,-1087 , 2271.03610715462 
 22850 , 21361.1875856335 ,-76.4894611205849 ,-2007 ,-1105 , 2291.08576880046 
