,Frequency,Impedance,Phase,Real,Imaginary,Magnitude, 
83,24525.0,19012.38281067348,-18.717256103073982,-10.4,-253.6,253.81669132840062,
84,24700.0,18880.930511152335,-18.77609771521808,-10.4,-255.2,255.41370868171038,
85,24875.0,18963.69742567694,-18.9159669927746,-10.4,-254.8,255.02022261515157,
86,25050.0,18907.8765773502,-18.8120638141756,-9.2,-255.0,255.16796466003242,
87,25225.0,18977.848721586102,-18.850068735650417,-8.0,-253.4,253.53259483200458,
88,25400.0,19052.475606124317,-19.379003330609798,-10.4,-253.4,253.61698659971722,
89,25575.0,18855.5713273432,-19.402403010410282,-10.6,-255.2,255.4236362073218,
90,25750.0,18709.12074784416,-19.45187799051802,-10.0,-257.8,258.0019449083382,
91,25925.0,18773.30652965552,-19.246404624666503,-8.2,-257.8,257.930683222942,
92,26100.0,18779.82015568956,-18.97441024422846,-5.8,-257.6,257.6677818416008,
94,26450.0,18967.08264458528,-19.45067657780276,-6.6,-254.6,254.6859602747548,
95,26625.0,19042.479526190764,-19.736514320189062,-8.4,-252.8,252.9400402454518,
96,26800.0,19016.08206068974,-19.7368651378917,-9.4,-252.0,252.20509859620378,
97,26975.0,18901.15653796012,-20.404833357648776,-10.6,-254.6,254.8256861992132,
98,27150.0,18760.174718111077,-19.97985298373846,-9.2,-257.0,257.1730229305066,
99,27325.0,18762.193136026443,-20.45352503155072,-9.8,-256.6,256.788273070591,
100,27500.0,18797.25441165392,-20.70088007526608,-9.8,-256.2,256.3877006722392,
101,27675.0,18714.83919439788,-20.61168742951238,-9.6,-257.0,257.17967734522216,
102,27850.0,18743.50861906434,-20.816794708811777,-9.6,-257.2,257.37958453665914,
103,28025.0,18691.9361224586,-20.822242199252162,-9.4,-258.0,258.174806106215,
104,28200.0,18574.02139687886,-21.1715512400656,-11.6,-258.8,259.0627448065832,
105,28375.0,18806.42198974012,-21.42481529819242,-10.8,-256.8,257.03523566529685,
106,28550.0,18657.73777387664,-21.08171927239562,-8.2,-258.2,258.3329078955492,
107,28725.0,18673.91704537582,-21.14930912310458,-7.6,-258.6,258.7205633221352,
108,28900.0,18530.96341721826,-21.45342015116548,-8.8,-259.2,259.35111184166465,
109,29075.0,18593.730386120882,-21.66032040241016,-9.4,-259.0,259.17096608230884,
110,29250.0,18569.0881644833,-21.83502523287006,-10.0,-258.8,258.9986286596042,
111,29425.0,18538.7645879888,-22.00837228768272,-9.8,-259.6,259.7883824415036,
112,29600.0,18446.653780299057,-21.96471041656506,-10.4,-260.6,260.8328529412534,
113,29775.0,18506.2997022874,-22.0156541607719,-9.2,-260.6,260.7681136273864,
114,29950.0,18516.5622577235,-21.74275294691466,-7.2,-260.8,260.9043929281188,
115,30125.0,18536.4561380629,-21.90922408827454,-6.8,-259.8,259.890056388289,
116,30300.0,18492.903619838504,-22.00572314012254,-6.8,-260.0,260.09387533712004,
117,30475.0,18601.540300394518,-22.26830715338272,-7.8,-258.8,258.9185759335026,
118,30650.0,18464.00346559372,-22.47656899460566,-8.6,-260.2,260.34633752030516,
119,30825.0,18419.00167434348,-22.715503209834242,-9.2,-261.0,261.1695223857666,
120,31000.0,18544.531262439017,-22.72393491637016,-9.0,-260.2,260.36088621411534,
121,31175.0,18476.86133727352,-23.065628792622,-8.8,-260.4,260.56245855305383,
122,31350.0,18546.18364674414,-22.751059685490663,-8.2,-259.4,259.5323714020016,
123,31525.0,18312.439131546522,-23.1308743901066,-9.4,-263.2,263.37147371796,
124,31700.0,18380.3334881674,-23.43623076118604,-9.8,-262.0,262.184372694075,
125,31875.0,18341.04135515478,-23.6114998591147,-9.8,-262.0,262.1834975983987,
126,32050.0,18347.35151036294,-23.710907448607497,-10.0,-262.0,262.1915605620092,
127,32225.0,18266.76787851572,-23.87347096871172,-10.4,-263.6,263.80635916463746,
128,32400.0,18207.13993349096,-23.595353875395197,-9.4,-264.4,264.5706487665498,
129,32575.0,18139.81295044466,-23.92907922021454,-9.0,-265.6,265.75834759052157,
130,32750.0,18204.5465120286,-23.84007159912388,-7.8,-265.0,265.11582279893685,
131,32925.0,18238.0207669336,-23.977925800285963,-8.2,-264.0,264.12759887976756,
132,33100.0,18143.0031194957,-23.93266387431516,-8.0,-266.0,266.1294325397398,
133,33275.0,18140.069066849497,-24.319156607906002,-10.0,-264.4,264.5999074589918,
134,33450.0,18016.73664566042,-24.529698900593562,-9.4,-266.6,266.76920241057877,
135,33625.0,18072.15140655094,-24.23522757262296,-7.2,-267.4,267.4987202560784,
136,33800.0,18068.997348091198,-23.98791998521794,-5.8,-267.6,267.666007918917,
137,33975.0,18181.10855516,-24.11768845334472,-4.4,-265.6,265.6414884525896,
138,34150.0,18256.33799544796,-24.27230634235234,-4.4,-263.6,263.63794777636986,
139,34325.0,18239.886378457923,-24.57078816042952,-5.8,-263.2,263.26497784942137,
140,34500.0,18208.61359774306,-25.32537103093454,-9.4,-263.8,263.967865706371,
141,34675.0,18171.51548866498,-25.4006371400829,-9.4,-264.2,264.36760900850584,
142,34850.0,18111.6531372407,-25.5988731936785,-9.6,-265.4,265.5770677137642,
143,35025.0,17969.616681707943,-25.4925598039595,-8.8,-267.4,267.55288580614484,
144,35200.0,18036.9299494195,-25.52349696402344,-7.8,-266.6,266.71588656342465,
145,35375.0,18114.959017239296,-25.779150458387438,-8.8,-266.4,266.5647642724282,
146,35550.0,18021.6534957835,-25.538008215912118,-7.6,-268.2,268.3126619353804,
147,35725.0,17981.49549326846,-25.663040189586457,-6.6,-268.0,268.0824717670084,
148,35900.0,17976.9535718103,-25.45200256220346,-6.0,-267.6,267.66944944679364,
149,36075.0,17923.312087361603,-26.185650849282677,-7.2,-267.6,267.70865861271625,
150,36250.0,18017.07916683294,-25.97336988821234,-6.8,-266.8,266.88773910514743,
151,36425.0,17981.93305519432,-26.28546050296752,-7.4,-267.4,267.5028202768134,
152,36600.0,17949.62296270128,-26.48058428162802,-8.2,-267.6,267.72668568108224,
153,36775.0,17893.80532576984,-26.37434509177178,-7.6,-268.2,268.3104987682666,
154,36950.0,17903.592198042938,-26.561271264607882,-7.6,-269.4,269.509878967491,
155,37125.0,17895.43622264504,-26.56077101712384,-6.6,-269.4,269.482820939085,
156,37300.0,17761.936021317197,-26.88457979368012,-7.8,-270.0,270.12859206172004,
157,37475.0,17905.9005550646,-26.71474922320224,-7.2,-269.6,269.7000634474454,
158,37650.0,17765.21362918154,-27.071803190207625,-6.8,-271.2,271.28859154736284,
159,37825.0,17846.75572525048,-27.22584585854396,-7.0,-270.2,270.2936382366464,
160,38000.0,17841.035541293022,-27.0673170720997,-6.0,-269.8,269.86819147887616,
161,38175.0,17852.41912954304,-27.101241622060922,-5.4,-269.4,269.45758113973704,
162,38350.0,17840.53256848214,-27.03127625236894,-5.2,-269.2,269.25048998035084,
163,38525.0,17923.809175160997,-28.0547118814138,-9.0,-269.0,269.15546902562465,
164,38700.0,17759.854988888557,-27.773910418903064,-7.6,-270.6,270.7078615096868,
165,38875.0,17795.0758808949,-27.661082762395882,-6.8,-270.2,270.29408028254454,
166,39050.0,17703.89820395752,-27.47041734182212,-5.8,-272.0,272.0808110422584,
167,39225.0,17690.2500455627,-28.14787636119822,-8.0,-271.4,271.52098717873497,
168,39400.0,17712.443901178358,-28.02129626326694,-6.4,-271.6,271.67582214319447,
169,39575.0,17657.71057405536,-28.31161107099272,-6.4,-272.2,272.27639524763197,
170,39750.0,17642.863325609862,-28.34581607743484,-7.2,-272.4,272.4976555321232,
171,39925.0,17565.52604621702,-28.482072234042356,-8.0,-273.2,273.3192269727976,
172,40100.0,17497.281196001062,-28.70332181899236,-8.2,-274.4,274.5242130039612,
173,40275.0,17483.94160464536,-28.65601033544154,-7.0,-275.8,275.88948846868396,
175,40625.0,17493.71391032598,-28.380223244019696,-4.0,-275.6,275.62978698093974,
176,40800.0,17473.75214726298,-28.6338910639388,-4.2,-275.8,275.83299944404644,
177,40975.0,17485.31304945498,-28.9847440624051,-6.0,-275.2,275.2689608946316,
178,41150.0,17430.102786505777,-29.13544085727808,-6.6,-275.8,275.8809003444454,
179,41325.0,17402.9319203443,-29.050158601036163,-5.2,-276.8,276.85196098195036,
180,41500.0,17347.0639381551,-29.424059323475184,-5.2,-277.4,277.460051170261,
181,41675.0,17411.62300221766,-28.96551348274598,-3.0,-277.0,277.01696698798,
182,41850.0,17463.390008237802,-29.100049107480583,-3.0,-276.2,276.2170166877252,
183,42025.0,17472.02253801684,-29.1848296258723,-2.6,-275.2,275.213435763327,
184,42200.0,17507.61975863632,-29.729432433985117,-5.2,-274.6,274.65398153668957,
185,42375.0,17449.6038830322,-29.848209133991464,-5.4,-275.4,275.4533983845764,
186,42550.0,17364.748377966742,-29.511251393333623,-4.8,-276.2,276.26222371845637,
187,42725.0,17281.76335479538,-29.8873477558901,-4.6,-278.0,278.0406961395064,
188,42900.0,17312.057413095317,-29.99147846151332,-4.6,-277.8,277.8392187224952,
189,43075.0,17285.91770989962,-30.0707073840416,-4.2,-278.0,278.032013065557,
190,43250.0,17256.544107107078,-30.224260574279537,-4.6,-279.0,279.0383257693174,
191,43425.0,17169.546089554064,-30.259657957408717,-4.0,-280.2,280.2321078144446,
192,43600.0,17208.869312463183,-30.251745328087498,-3.2,-280.0,280.0206945553316,
195,44125.0,17317.3786575058,-30.78690073956484,-3.4,-277.6,277.6234332035874,
196,44300.0,17198.97414587452,-31.048539852460664,-4.4,-279.0,279.03514691103317,
197,44475.0,17223.3548179729,-31.132588122006542,-4.8,-278.6,278.64242185871956,
198,44650.0,17115.82995297874,-31.13537784849504,-4.0,-281.2,281.229139686281,
199,44825.0,17136.85188131762,-31.228511146846166,-4.2,-281.0,281.03380985719275,
200,45000.0,17100.21611895594,-31.2480507827176,-3.6,-281.0,281.0234954725094,
201,45175.0,17000.63024692364,-31.39868353467266,-3.4,-282.2,282.2216526334812,
206,46050.0,17101.31548845172,-31.740748931741678,-1.8,-280.8,280.806780553957,
207,46225.0,17017.95350861464,-32.1802970651413,-3.6,-281.0,281.0284603361136,
208,46400.0,17018.32019575312,-32.177234352971354,-3.4,-281.8,281.82518836519364,
209,46575.0,16977.623531257697,-32.29554346264028,-3.4,-283.2,283.22792114211,
210,46750.0,16935.691702191958,-32.29540847945584,-3.0,-283.8,283.820107537459,
211,46925.0,16916.070218105284,-32.225552323149856,-2.0,-284.2,284.207745136448,
212,47100.0,16907.60794650238,-32.398264424203475,-2.2,-284.4,284.410204757536,
213,47275.0,16872.93672488372,-32.52162159648054,-2.0,-284.8,284.8077303108344,
214,47450.0,16810.70292023932,-32.565617801854756,-2.8,-286.2,286.2153565851288,
217,47975.0,16807.58847677862,-32.83601091242882,-2.0,-286.2,286.2118989272134,
220,48500.0,16826.25297477438,-33.21751236220183,-1.6,-285.6,285.60490500407917,
225,49375.0,16683.545552789477,-33.6294617023956,-0.2,-288.2,288.2017350294198,
227,49725.0,16731.45172173926,-33.6050871738889,0.4,-288.8,288.8186936810865,
229,50075.0,16657.1942191086,-33.792808816885,1.4,-288.8,288.810713194998,
235,51125.0,16445.845377577898,-33.843091182885644,3.6,-291.6,291.6254354233722,
239,51825.0,16391.5227056319,-34.82688233013406,2.4,-293.0,293.0129166827454,
240,52000.0,16425.01879791134,-34.8885901489167,2.4,-293.0,293.01023292723283,
241,52175.0,16387.79866556314,-34.576388918630286,3.4,-294.0,294.0228803054904,
242,52350.0,16366.039785495737,-34.8469928167652,2.8,-293.8,293.8176596294508,
243,52525.0,16355.864090811421,-35.0710885499414,3.0,-294.2,294.21597804410703,
245,52875.0,16307.8603475837,-35.58429559062132,2.4,-295.4,295.4155665758956,
246,53050.0,16237.718084156379,-35.32593772975872,3.6,-295.8,295.8270299768574,
248,53400.0,16213.6709577564,-35.557442978088304,4.2,-296.4,296.4300194725094,
249,53575.0,16260.55753124104,-35.527539914684596,5.2,-295.4,295.4460283545221,
250,53750.0,16264.38803639652,-35.69380159051102,5.2,-295.2,295.24808990549,
251,53925.0,16276.51512919566,-35.84912813380144,4.4,-295.0,295.03586764749497,
252,54100.0,16292.52829896844,-36.09879927455005,3.4,-293.8,293.8207802324344,
253,54275.0,16175.484460857358,-36.32349983660248,2.4,-296.8,296.81210639234837,
254,54450.0,16089.10774667552,-36.391567624797844,2.8,-297.4,297.4167541738618,
255,54625.0,16044.204015874822,-36.29618133509698,3.8,-298.6,298.6251236106736,
256,54800.0,16083.48625320986,-36.09300577813682,5.6,-298.4,298.4529602653182,
257,54975.0,16149.96140066108,-36.25295281849838,5.8,-296.8,296.85889315619755,
258,55150.0,16046.409783371739,-36.71191941501832,4.0,-298.0,298.03020622467625,
259,55325.0,16046.63785754464,-37.22993822689578,1.8,-298.4,298.4063768901876,
260,55500.0,15985.113160118059,-37.15823667230692,2.0,-299.8,299.811993220942,
261,55675.0,15789.0578793637,-36.60386068674772,4.0,-303.2,303.230411376744,
262,55850.0,15843.898150317178,-36.74634950669036,5.2,-303.2,303.2454804684588,
263,56025.0,15922.765132502042,-36.93151565783474,6.4,-301.4,301.4735478431166,
264,56200.0,16015.7386757419,-36.632162393774756,9.0,-300.8,300.94166198937603,
265,56375.0,15898.55921751128,-36.85474229377398,7.0,-301.6,301.6825182781534,
266,56550.0,15945.17090962992,-37.19902811966392,6.8,-301.2,301.2796562516398,
267,56725.0,15820.61222272178,-37.42983656102736,6.4,-302.6,302.6726776829776,
268,56900.0,15976.820841495759,-37.53572741266254,6.0,-301.4,301.47124549962325,
269,57075.0,15870.604776693499,-37.30254053044252,7.8,-302.2,302.30090689318,
270,57250.0,15836.209769630577,-37.2283229140398,8.4,-302.6,302.7169695372026,
271,57425.0,15842.794056032679,-37.6790889177243,7.4,-302.8,302.8908490715478,
272,57600.0,15774.513467299921,-37.7020192454185,8.2,-304.0,304.11152872791604,
273,57775.0,15783.623175198521,-38.02953484316422,7.4,-304.2,304.29377434557,
274,57950.0,15791.909535855219,-37.76935808203774,8.0,-305.0,305.11026652436004,
275,58125.0,15687.1079616785,-37.9355131595749,8.4,-306.0,306.1182376260006,
276,58300.0,15702.628031354901,-37.979269184047155,8.8,-305.4,305.52701292781717,
277,58475.0,15657.42810054562,-38.19937467040891,8.8,-306.4,306.5330484982554,
278,58650.0,15705.5526039906,-38.0899369984257,9.8,-305.4,305.55745330393063,
279,58825.0,15632.33569613538,-39.24304840849062,6.4,-306.8,306.9118295557036,
280,59000.0,15671.58608548752,-38.318923735715074,9.0,-305.6,305.73492937042795,
281,59175.0,15655.665475411539,-38.6472251832999,8.6,-305.8,305.9238209655232,
282,59350.0,15605.29794405594,-38.72681331213238,8.2,-306.8,306.9136869789396,
283,59525.0,15544.81142131454,-38.72356987030722,9.0,-308.6,308.7312125001348,
284,59700.0,15590.547657744979,-38.5062713209493,10.8,-309.4,309.5943786281298,
285,59875.0,15560.115704777441,-38.742237988634244,10.8,-309.0,309.1914035078616,
286,60050.0,15522.283722690103,-38.487986598268115,12.6,-309.2,309.458880512953,
287,60225.0,15530.8246466957,-38.81184639795064,12.0,-309.2,309.4334466638644,
288,60400.0,15464.39950794894,-38.701886953520884,12.8,-309.8,310.06522625378483,
289,60575.0,15476.889832857161,-39.164442530994606,11.0,-309.8,309.9970125239076,
290,60750.0,15473.97276323926,-39.10959709523492,12.0,-310.0,310.2327899324066,
291,60925.0,15395.5203698369,-38.972798246614516,12.6,-311.8,312.05807486712956,
292,61100.0,15436.671770257399,-39.063273343477846,13.8,-312.0,312.31379727097396,
293,61275.0,15465.07437699846,-39.10571398813238,14.6,-310.6,310.94458696364,
294,61450.0,15501.21630509402,-39.18407105403482,14.8,-309.6,309.95439794882884,
295,61625.0,15352.06249884194,-39.2961087369156,14.6,-310.8,311.1441058081586,
296,61800.0,15458.979480771199,-39.796236496293645,12.6,-309.8,310.05773346508363,
297,61975.0,15400.619007004858,-39.72173375863473,12.6,-311.0,311.26363542884366,
298,62150.0,15283.315981066338,-39.6240667302046,13.6,-312.4,312.7026105526214,
299,62325.0,15325.789367676101,-39.89459336971582,13.8,-312.6,312.90472523000597,
300,62500.0,15235.36871055014,-40.03252406813342,13.8,-314.2,314.50310714517383,
301,62675.0,15324.386610746758,-40.008145104033645,14.6,-313.0,313.344599640588,
302,62850.0,15304.16944176124,-40.29001212711353,14.0,-313.4,313.7131519931098,
303,63025.0,15260.126034430059,-40.10763349561862,15.0,-313.8,314.1589773938546,
304,63200.0,15262.26159423778,-40.22565426965967,14.6,-314.0,314.34356476869,
305,63375.0,15252.12680171422,-40.35776495820792,15.2,-313.2,313.57073863267806,
306,63550.0,15126.236473946361,-40.40161043972172,15.8,-316.0,316.39507523501544,
307,63725.0,15158.7393903258,-40.41176073192014,16.0,-316.0,316.40543971164215,
308,63900.0,15196.2949433953,-40.42522290435104,16.6,-315.4,315.8382231415352,
309,64075.0,15174.55420965,-40.5530504948346,16.6,-315.6,316.0372028180842,
310,64250.0,15033.55698387062,-40.79450714563592,17.0,-317.8,318.25823167534634,
311,64425.0,15060.20192213346,-40.87597128192782,17.2,-317.0,317.4700591000418,
312,64600.0,15139.674023278601,-40.52419867135679,17.8,-317.2,317.7031186227814,
313,64775.0,15061.4641453446,-40.87228399403308,17.0,-317.2,317.6625984880018,
314,64950.0,15037.8094486527,-41.00935591205286,18.0,-318.8,319.3088972141802,
315,65125.0,15047.36390710558,-40.87253452105899,19.4,-317.8,318.3925718804896,
316,65300.0,15117.88118643566,-41.161186772718345,19.4,-317.0,317.60013217491803,
317,65475.0,15083.859437351819,-41.165831464657124,19.6,-317.0,317.60639713411996,
318,65650.0,15016.37873761238,-41.05174699265194,19.6,-318.2,318.8104791573298,
319,65825.0,15039.27224143902,-41.52559344223674,18.6,-318.0,318.5445373582324,
320,66000.0,14950.29502374528,-41.615975883734926,18.4,-319.2,319.73093563180083,
321,66175.0,14917.39719522224,-41.62361421400455,19.4,-320.8,321.3865005040736,
322,66350.0,14886.566819202,-41.41041386658748,20.8,-320.2,320.8751373834778,
323,66525.0,14889.773240655759,-42.031079689608845,18.8,-321.2,321.7523594845218,
324,66700.0,14939.316864062002,-41.83561502989906,19.8,-319.6,320.21437612678403,
325,66875.0,14874.41409185646,-41.664721322085185,21.6,-321.6,322.3267362086826,
326,67050.0,14867.53405649754,-41.94263806268116,21.0,-321.8,322.4856007593334,
327,67225.0,14845.902396384141,-41.73570363141046,22.2,-322.2,322.967369634539,
328,67400.0,14840.11764125422,-41.84263718946226,23.0,-321.8,322.6221712281598,
329,67575.0,14815.06227649064,-42.04112991581836,22.4,-322.4,323.1775497902076,
330,67750.0,14799.35232640348,-42.32114838933526,21.8,-322.8,323.5373846334412,
331,67925.0,14801.880059812722,-42.475619246447565,20.2,-322.6,323.23327772162,
332,68100.0,14682.03390963944,-42.2496072222739,23.8,-324.8,325.67416959521285,
333,68275.0,14720.316994412802,-42.52025406364142,22.0,-324.8,325.54541236711356,
334,68450.0,14733.504967559822,-42.52825342731542,23.6,-324.2,325.0589874163632,
335,68625.0,14702.629342216562,-42.583127754920966,23.8,-324.4,325.274659116781,
336,68800.0,14712.707037262942,-42.55400933334222,24.2,-324.4,325.3022416965508,
337,68975.0,14701.859796437038,-42.405801427431115,25.6,-326.0,327.0072948062998,
338,69150.0,14623.388469770998,-42.667995409679726,25.4,-326.6,327.5864907703034,
339,69325.0,14676.35827161118,-43.04413657232486,24.2,-327.0,327.912724668784,
340,69500.0,14652.172342332738,-42.768079552502016,26.2,-325.0,326.05683989643296,
341,69675.0,14615.69465263198,-43.01497925113573,25.6,-326.6,327.60460755331417,
342,69850.0,14653.954702550978,-43.108989908434786,25.0,-325.8,326.7626486514838,
343,70025.0,14606.469587578158,-43.330256179609485,24.8,-327.4,328.3387750030564,
344,70200.0,14554.65408946932,-42.809848603534014,27.6,-327.6,328.7744026266298,
345,70375.0,14556.20344743944,-43.25646612408966,27.0,-328.2,329.3105911615976,
346,70550.0,14551.10462348242,-43.361725342555715,27.6,-327.6,328.76340699948776,
347,70725.0,14511.01350955932,-43.66053468390102,26.2,-328.4,329.44438949665164,
348,70900.0,14482.589363943378,-43.7384615077921,25.8,-328.6,329.6141446832582,
349,71075.0,14349.91510527028,-42.78800960731582,31.0,-330.2,331.65260253395536,
350,71250.0,14427.23831498314,-43.72018830492624,27.0,-330.8,331.90064503975117,
351,71425.0,14396.22784360928,-43.63030393555006,28.8,-331.2,332.450064515431,
352,71600.0,14461.3713819153,-43.48895228838252,30.0,-330.6,331.96002905074795,
353,71775.0,14397.82806181504,-43.670655853482955,29.8,-331.4,332.7383020965634,
354,71950.0,14427.391030587281,-43.819136779005206,30.6,-331.0,332.4146624379362,
355,72125.0,14362.048282686581,-43.83260438365338,30.4,-331.8,333.1912364907274,
356,72300.0,14337.9020695397,-43.97635604847996,30.6,-332.4,333.8066474076838,
357,72475.0,14335.39492616978,-44.06142654098196,30.6,-332.0,333.40864242578834,
358,72650.0,14310.63640780912,-44.13733201116244,31.2,-332.6,334.0609306035946,
359,72825.0,14234.4606260456,-44.7807333810319,29.6,-335.2,336.50874386837,
360,73000.0,14238.7286822217,-44.28925099268306,32.2,-333.6,335.1523739527402,
361,73175.0,14265.982477615738,-44.648699070949704,30.8,-334.4,335.81682221938524,
362,73350.0,14242.35876373672,-44.4581900272455,32.2,-333.6,335.152489732644,
363,73525.0,14235.90061506626,-44.315304271412586,33.8,-334.4,336.1047762606122,
364,73700.0,14234.307747934581,-44.4360625283959,33.6,-335.0,336.6854663270352,
365,73875.0,14220.844945541781,-44.6879939860744,33.4,-335.2,336.8668159895988,
366,74050.0,14217.157687735778,-44.84415339242672,32.0,-335.4,336.92410090844294,
367,74225.0,14184.80155838832,-44.751917650843396,34.6,-335.6,337.3802494246848,
368,74400.0,14186.20677599812,-45.06664941553878,34.0,-336.0,337.7202613576718,
369,74575.0,14161.963083966159,-44.864138948435006,35.0,-336.2,338.01746953351056,
370,74750.0,14126.384548905058,-45.04075702027636,34.8,-336.4,338.19542374853415,
371,74925.0,14110.260426033818,-45.21767873311798,34.8,-337.4,339.19015578300235,
372,75100.0,14095.14250463832,-45.19834548566632,36.2,-338.0,339.93725146756094,
373,75275.0,14016.863691828441,-45.3099828184751,36.0,-339.2,341.1115477238684,
374,75450.0,13967.302665191539,-45.2253431394755,37.4,-339.6,341.659968413897,
375,75625.0,13992.158392683341,-45.22965667084562,36.8,-339.0,340.99378001756,
376,75800.0,14037.912209723061,-45.438699509059674,37.2,-338.8,340.8376669096376,
377,75975.0,14035.505168355501,-45.4321984222028,38.0,-338.6,340.727739162771,
378,76150.0,13979.221072165261,-45.5533568157327,38.2,-339.8,341.94168010559457,
379,76325.0,13970.695647115,-45.602043612070574,39.2,-339.8,342.0556847097812,
380,76500.0,13948.497016972522,-45.5621835970348,39.0,-339.8,342.03226064012244,
381,76675.0,13951.494332751641,-45.7207296679612,38.8,-340.6,342.8042163339024,
382,76850.0,13919.83421141926,-45.738385160929916,39.8,-341.4,343.71331732571315,
383,77025.0,13884.909035714201,-45.80738611619684,40.0,-341.8,344.13988996899144,
384,77200.0,13881.124701908519,-46.08338276254078,39.4,-341.6,343.86735996415393,
385,77375.0,13859.540160436682,-46.0855232277913,40.2,-342.4,344.75534668047004,
386,77550.0,13787.71535516014,-46.03659308085933,42.0,-343.4,345.96211214979184,
387,77725.0,13834.0362109101,-46.170601290630394,40.8,-342.6,345.0229313639682,
388,77900.0,13999.487726828858,-46.3322604729005,40.8,-341.2,343.680436832096,
389,78075.0,13785.494412854401,-46.355268670551936,42.4,-344.0,346.6041188200562,
390,78250.0,13798.32959821338,-46.03254101045368,43.8,-342.4,345.19347201331595,
391,78425.0,13694.062358918478,-46.19568540957714,43.4,-345.4,348.1193640179634,
392,78600.0,13805.72423906306,-46.52615641560702,42.6,-343.4,346.0337976003418,
393,78775.0,13832.8028561141,-46.71395879411458,42.4,-343.4,346.0195719206537,
394,78950.0,13710.96639760868,-46.68208088541354,43.0,-345.4,348.06682602096396,
395,79125.0,13703.125545651079,-46.846077126785566,42.8,-346.0,348.6379088823734,
396,79300.0,13692.055299035419,-46.456035822300166,45.2,-346.0,348.9425590257218,
397,79475.0,13678.661599064963,-46.751695803628294,45.0,-346.6,349.51046635079945,
398,79650.0,13618.421268091159,-46.78475297983738,45.8,-347.4,350.40778624387315,
399,79825.0,13726.206377436578,-46.751007252865875,45.6,-346.2,349.19454411973896,
400,80000.0,13701.94567659974,-46.71863562481674,46.4,-347.4,350.51024785348,
401,80175.0,13652.86443541022,-47.04163280741004,46.2,-346.8,349.8650739626412,
402,80350.0,13624.45374829614,-47.00615025887656,47.8,-347.8,351.06991980596,
403,80525.0,13573.76015950258,-47.1649262503578,47.8,-349.0,352.25900156927116,
404,80700.0,13558.231665284478,-47.083639137827085,48.6,-349.6,352.9636054925726,
405,80875.0,13525.23495746436,-47.554331966763826,47.2,-349.6,352.7760572985236,
406,81050.0,13493.729937815438,-47.3293971026935,48.4,-351.0,354.3272635250936,
407,81225.0,13529.85396630204,-47.35130834808138,49.2,-349.6,353.04668806087784,
408,81400.0,13476.41120658438,-47.198799301621946,50.6,-350.6,354.23337431383385,
409,81575.0,13510.66577158494,-47.25083476339408,51.2,-349.8,353.5279058044154,
