,Frequency,Impedance,Phase,Real,Imaginary,Magnitude, 
124,31700.0,19775.1677820268,-24.9168881081064,-15.4,-243.2,243.6892430635266,
125,31875.0,19696.5411254837,-25.274157226286384,-16.2,-243.6,244.13838193057964,
126,32050.0,19636.73440227004,-25.45701957305998,-16.8,-244.4,244.97698771598638,
127,32225.0,19602.19682174946,-25.71919929171788,-17.6,-245.2,245.83130042424324,
128,32400.0,19471.66180499312,-25.49883399258892,-17.0,-246.8,247.386414368238,
129,32575.0,19507.90416773576,-25.69998933112542,-16.0,-246.6,247.12218713100742,
130,32750.0,19489.041787253078,-25.5804976983567,-14.8,-247.2,247.64461415332622,
131,32925.0,19482.8946506802,-25.677341083805697,-15.0,-246.8,247.2571027030594,
132,33100.0,19453.199220302242,-25.443215353867703,-14.0,-247.8,248.1977169289832,
133,33275.0,19355.084603022697,-25.341137323011843,-13.8,-247.6,247.994585063542,
134,33450.0,19249.81546522094,-26.04440359900884,-15.4,-249.2,249.682673218957,
135,33625.0,19316.83960641472,-26.17482047477136,-15.2,-249.8,250.26553635804981,
136,33800.0,19337.407613067062,-25.586907637390404,-12.4,-249.8,250.11152249907383,
137,33975.0,19437.51518501152,-25.79651648335684,-11.4,-248.2,248.46604654235261,
138,34150.0,19543.607336044402,-26.015583747857175,-11.6,-246.0,246.27383219935282,
139,34325.0,19602.2819884262,-26.4442105930844,-13.4,-244.6,244.9681326246784,
140,34500.0,19539.545734986583,-27.247508797957618,-17.0,-245.4,245.9881321229328,
141,34675.0,19484.683809495218,-27.17709187248778,-16.4,-246.0,246.54735687759262,
142,34850.0,19350.00527989812,-27.403096219771886,-16.8,-248.0,248.57454239817056,
143,35025.0,19375.6107139967,-27.2135015414024,-15.6,-247.6,248.1172561358118,
144,35200.0,19310.48391615818,-27.576677436540685,-16.2,-248.6,249.13018541899902,
145,35375.0,19374.28656992904,-27.335229186386062,-15.0,-248.8,249.25831193515242,
146,35550.0,19295.49097334512,-27.11767530337888,-14.0,-250.2,250.59393832495363,
147,35725.0,19246.935057673738,-27.685720112854717,-15.0,-250.0,250.45118711985236,
148,35900.0,19204.128101198738,-27.23374259095342,-13.4,-250.2,250.56066079044976,
149,36075.0,19163.0475074758,-28.40348961084902,-16.4,-249.8,250.36370345565578,
150,36250.0,19200.119228588817,-27.900955406555898,-14.8,-250.0,250.4388135016828,
151,36425.0,19253.9457910736,-28.0502329829257,-14.6,-249.4,249.82977116258058,
152,36600.0,19201.895295216058,-28.253014283951835,-15.4,-249.8,250.2747263368154,
153,36775.0,19073.81857451362,-28.39465683024668,-16.0,-251.2,251.7090428750254,
154,36950.0,19245.9634575436,-28.60474716320556,-16.0,-250.2,250.7120221583976,
155,37125.0,19069.8996511131,-28.69270097162636,-15.6,-252.4,252.88580770991257,
156,37300.0,18954.85731227704,-28.900973572223222,-16.2,-252.6,253.1308141210556,
157,37475.0,19118.99985773574,-28.40858569248126,-14.2,-252.2,252.60068312103922,
158,37650.0,18969.199190788902,-29.154086326661883,-15.6,-253.6,254.08279225405258,
159,37825.0,19033.067503826718,-29.13542676368624,-15.0,-253.0,253.4483993961078,
160,38000.0,18988.92963554878,-28.8226712542058,-13.4,-253.2,253.55478321405462,
161,38175.0,19113.31981637266,-29.41516205456586,-15.2,-251.2,251.6605725834154,
162,38350.0,19072.50181860604,-29.33994531538982,-15.0,-251.4,251.85040590546924,
163,38525.0,19167.144389395442,-29.78087739214118,-16.0,-251.2,251.71186648024678,
164,38700.0,18919.08258990302,-29.820502820324997,-16.2,-253.6,254.1180309938656,
165,38875.0,18838.98267177656,-29.85729607747092,-16.2,-254.8,255.31967319268279,
166,39050.0,18800.26008901452,-29.466407558492175,-14.4,-255.8,256.2121427189948,
167,39225.0,18781.35358316598,-30.180849356469302,-16.6,-255.2,255.74158926270974,
168,39400.0,18896.6185030867,-30.09392940200818,-15.2,-254.2,254.65525085288823,
169,39575.0,18864.02135521174,-30.472401023882703,-15.6,-254.4,254.88420837146182,
170,39750.0,18842.996899412858,-30.56155748485986,-16.6,-254.6,255.1425129748884,
171,39925.0,18660.35386613882,-30.326458272755882,-15.8,-256.8,257.2883462179214,
172,40100.0,18563.356602654057,-30.71484034755062,-16.8,-258.2,258.7486911541268,
173,40275.0,18575.445588801864,-30.646957554809283,-15.6,-259.2,259.67108815597123,
174,40450.0,18443.21202753046,-30.12231683169012,-14.0,-260.2,260.6167377339318,
175,40625.0,18633.908286601763,-30.561034041316,-13.6,-258.4,258.7588908311642,
176,40800.0,18642.927755187142,-30.68850300365324,-13.2,-258.2,258.5391952038028,
177,40975.0,18686.78658618668,-30.80797767597728,-13.8,-257.2,257.57268072058605,
178,41150.0,18577.820281424276,-31.086157576502917,-15.0,-258.4,258.836503327872,
179,41325.0,18470.126738558458,-31.360249540353742,-15.4,-260.4,260.85729017449705,
180,41500.0,18411.4985731156,-31.46268928809028,-14.2,-261.0,261.3922483057976,
181,41675.0,18463.132791818283,-30.80217608390072,-11.2,-261.0,261.2405029838486,
182,41850.0,18548.31720843396,-31.034167046998345,-11.6,-259.8,260.060821673952,
183,42025.0,18603.91212741528,-31.25986704298426,-11.8,-258.2,258.4712392128944,
184,42200.0,18622.75625617088,-31.887816599073524,-14.6,-257.8,258.2204958162388,
185,42375.0,18556.93754866148,-31.956086821997026,-14.6,-258.6,259.0138523826994,
186,42550.0,18433.16278403916,-31.81960494160554,-15.0,-259.8,260.2609943478392,
187,42725.0,18377.92598489732,-32.31552908213616,-15.4,-261.0,261.45591622155104,
188,42900.0,18375.812731263803,-32.02088743672523,-13.6,-261.4,261.755437673406,
189,43075.0,18346.77004791452,-32.180625067227545,-13.6,-261.6,261.9543721440526,
190,43250.0,18338.52225486708,-32.336513081578815,-14.0,-262.2,262.57429663489654,
191,43425.0,18270.013650259538,-32.40342800502446,-13.6,-263.0,263.355181044314,
192,43600.0,18261.73353074726,-32.20423154622484,-12.0,-263.6,263.8745847806922,
193,43775.0,18314.67580920204,-32.24288933220116,-12.0,-262.6,262.87472972430703,
194,43950.0,18322.047850960218,-32.46947080187504,-11.0,-261.8,262.0348642854416,
195,44125.0,18400.244531564556,-32.76112358990882,-12.2,-261.0,261.286051364046,
196,44300.0,18305.73870005144,-33.162167582645836,-13.8,-261.8,262.1645372852202,
197,44475.0,18164.14297142754,-33.3127408900043,-14.6,-263.8,264.20498012855643,
198,44650.0,18167.8347528637,-33.263232899290145,-13.6,-264.6,264.9497721517092,
199,44825.0,18207.22231889354,-33.146386529037144,-12.8,-264.2,264.511833559214,
200,45000.0,18125.31234334252,-33.367807725554385,-13.2,-264.8,265.12913135080174,
201,45175.0,18030.723098960378,-33.37871079758416,-12.4,-265.8,266.0895223932742,
202,45350.0,18188.6232424142,-33.30571830465118,-12.4,-265.2,265.4903243266054,
203,45525.0,18025.366026973243,-33.60037275312522,-12.2,-267.0,267.280372549219,
204,45700.0,18068.359282514943,-33.55642092851536,-11.2,-266.2,266.4357530369122,
205,45875.0,18196.34700348654,-33.50729285128922,-11.2,-263.8,264.0394560194278,
206,46050.0,18132.09493952008,-33.79716074764444,-11.2,-264.6,264.8395792766636,
207,46225.0,17970.286988021042,-34.3350577891416,-13.4,-265.8,266.1445953818778,
208,46400.0,18073.622583049,-34.51098175458746,-14.0,-265.0,265.3719855363244,
209,46575.0,17998.56337950494,-34.52593463789868,-13.6,-266.8,267.1506683536426,
210,46750.0,17917.91926927928,-34.210603382852284,-11.8,-268.0,268.2599495009916,
211,46925.0,17908.25705074892,-34.3410518834702,-11.8,-268.2,268.4619158751384,
212,47100.0,17939.966012022815,-34.392181550726306,-11.4,-267.8,268.0436836289674,
213,47275.0,17884.51136801588,-34.8070391484393,-12.6,-268.4,268.69905120860585,
214,47450.0,17905.24971747194,-34.776877771190804,-13.0,-268.4,268.721035064994,
215,47625.0,17803.796707437483,-35.10233688423172,-13.2,-269.8,270.13025313050184,
216,47800.0,17834.64348835734,-35.10382696627374,-12.4,-269.2,269.4866012538146,
217,47975.0,17789.29983302486,-34.76489123032589,-11.0,-270.2,270.427319329089,
218,48150.0,17764.3829425277,-35.22241387242788,-11.6,-270.2,270.4493811779086,
219,48325.0,17723.9528772931,-35.30103461051984,-12.0,-270.8,271.0664549954878,
220,48500.0,17691.16054616162,-35.30135870432674,-11.4,-271.4,271.63969561511976,
221,48675.0,17673.22081417236,-35.31196033910396,-11.0,-272.0,272.223744413676,
222,48850.0,17688.77170616752,-35.43827677618542,-10.8,-271.6,271.8156537390788,
223,49025.0,17637.242223467758,-35.76661741928084,-11.6,-272.2,272.4475192387564,
224,49200.0,17607.893177823942,-35.88114565701872,-12.0,-272.4,272.6692604937474,
225,49375.0,17571.03842444818,-35.9374542210471,-11.2,-273.4,273.6312024382894,
226,49550.0,17554.388264803,-35.892330548235186,-10.6,-273.6,273.8071804140802,
227,49725.0,17490.376862984478,-35.8902117516244,-10.6,-276.0,276.235216443891,
228,49900.0,17458.130559727197,-36.27890027250718,-12.4,-274.4,274.68806030075405,
229,50075.0,17612.603553891062,-35.95892132042452,-9.0,-273.0,273.15209673910704,
230,50250.0,17563.68152221574,-36.1800072560127,-10.6,-273.0,273.21367811408817,
231,50425.0,17461.379986918262,-36.33925318869852,-10.4,-274.6,274.7973126707804,
232,50600.0,17445.20733986878,-36.3086995721384,-9.8,-275.2,275.3755011204604,
233,50775.0,17465.02807436224,-36.78776207295132,-10.6,-275.2,275.40592023543945,
234,50950.0,17438.00582584526,-36.564752079686464,-9.2,-275.2,275.3547836914192,
235,51125.0,17417.80229516876,-36.464655083809035,-9.2,-275.2,275.36464772273104,
236,51300.0,17374.874997164057,-36.89670654237214,-9.8,-276.2,276.37476112301,
237,51475.0,17385.7768939725,-36.90461671185792,-9.6,-276.2,276.3686886090094,
238,51650.0,17313.14962916798,-37.146169480838,-10.0,-277.2,277.3817827573596,
239,51825.0,17291.09977682386,-37.316818404256274,-9.8,-277.6,277.77464368224736,
240,52000.0,17278.650049134063,-37.12713411875112,-8.6,-278.4,278.533952296003,
241,52175.0,17383.11080216798,-37.22319315032841,-9.6,-277.0,277.1807953447494,
242,52350.0,17289.13920756124,-37.123497857252616,-8.4,-278.0,278.13243177724223,
243,52525.0,17263.697125989544,-37.464690169887994,-8.8,-278.6,278.7406980344764,
244,52700.0,17156.6668409082,-37.766876713778984,-9.8,-279.6,279.7726545065484,
245,52875.0,17185.78482941448,-37.76627485452102,-8.4,-280.2,280.3320074894198,
246,53050.0,17112.77186412554,-37.57458609914164,-7.6,-280.6,280.70476753417597,
247,53225.0,17127.984918007343,-37.75137140543764,-7.4,-280.4,280.5054225780696,
248,53400.0,17123.27831753692,-37.75790972546248,-6.8,-280.6,280.6848634150016,
249,53575.0,17153.25027662208,-37.8047285798463,-6.2,-280.0,280.069664655034,
250,53750.0,17207.60513821986,-37.934979951705714,-6.0,-279.0,279.0652420962822,
251,53925.0,17180.06528209144,-38.30201980303322,-7.8,-279.4,279.512016625684,
252,54100.0,17136.97974670184,-38.568131729972315,-8.8,-279.2,279.3440450721996,
253,54275.0,17113.26439643318,-38.66493744542698,-9.2,-280.4,280.553921627404,
254,54450.0,16986.324159209362,-38.51607094697188,-7.8,-281.6,281.7082434034732,
255,54625.0,16983.91165383964,-38.488059354001805,-7.2,-282.0,282.0929112224596,
256,54800.0,16992.72407554382,-38.54735678811561,-6.8,-282.4,282.48422518142297,
257,54975.0,16983.86953594354,-38.7122606135543,-6.6,-282.2,282.2805013353162,
258,55150.0,16976.79881996058,-38.98608329590935,-7.4,-281.6,281.7040019242302,
259,55325.0,16911.98215730406,-39.357243194034275,-8.8,-283.0,283.13853038275585,
260,55500.0,16841.26063626544,-39.47264060321396,-9.6,-284.4,284.56238372101103,
261,55675.0,16615.8183678725,-38.791515327328135,-7.2,-288.0,288.1151918501794,
262,55850.0,16712.16812088766,-39.1635641700818,-7.2,-287.4,287.4911382757922,
263,56025.0,16734.206195657298,-39.26638411991714,-5.6,-286.8,286.862114026217,
264,56200.0,16873.280500863202,-39.505477348667526,-5.8,-285.6,285.66527860998883,
265,56375.0,16698.29507937404,-39.0611482848171,-4.4,-287.2,287.235466282632,
266,56550.0,16747.94220797084,-39.411114428231066,-4.6,-286.8,286.8373101563772,
267,56725.0,16692.0428833652,-39.79981503713641,-5.8,-286.8,286.8610279008496,
268,56900.0,16711.19319034338,-39.43268127080732,-3.8,-288.2,288.2314873824206,
269,57075.0,16690.14589430118,-39.937122083279846,-5.8,-287.4,287.45879240152465,
270,57250.0,16642.65825532772,-39.812817437387636,-5.0,-288.0,288.0440699614666,
271,57425.0,16636.5882097634,-39.953688604602654,-4.4,-288.4,288.43538400319704,
272,57600.0,16561.67525546244,-40.276385513734425,-5.2,-289.6,289.65319830085684,
273,57775.0,16581.428000311756,-40.45259415114786,-5.2,-289.6,289.6511156276908,
274,57950.0,16578.30122211856,-40.25880604884482,-5.0,-290.6,290.654022537581,
275,58125.0,16522.9440153239,-40.37501904021546,-4.4,-290.6,290.6350942163064,
276,58300.0,16553.509974313703,-40.34176258795246,-3.6,-289.8,289.8234806463132,
277,58475.0,16526.296571457442,-40.47557758474831,-3.2,-290.4,290.42137256379937,
278,58650.0,16489.041291833237,-40.7156356481992,-4.0,-291.0,291.0330060519312,
279,58825.0,16875.18995552394,-41.648874570598196,-6.0,-284.2,284.319496459947,
280,59000.0,16475.7383845787,-40.55633266652094,-2.8,-290.8,290.814439208533,
281,59175.0,16479.576364068762,-41.08637455086646,-4.2,-290.6,290.63207495051336,
282,59350.0,16399.50395076762,-41.316915657862125,-5.4,-292.0,292.0503393379388,
283,59525.0,16310.903713272197,-41.1343464882018,-3.8,-294.2,294.22686475632383,
284,59700.0,16393.316788625838,-41.32287746151614,-4.2,-294.4,294.43908107074805,
285,59875.0,16286.4349932292,-94.97685117218944,-1.2,-295.4,295.4074818187768,
286,60050.0,16283.21985603004,-94.8989341037082,-0.4,-295.0,295.0013559826072,
292,61100.0,16198.26416658716,-41.4047735569623,1.0,-297.6,297.60971710838703,
294,61450.0,16231.615063658039,-41.53373728268736,2.0,-296.0,296.007428902475,
295,61625.0,16165.50210495562,-41.09523938694332,4.6,-295.4,295.4470455922798,
301,62675.0,16070.2736932304,-42.37307163534458,1.6,-298.8,298.80532783144,
303,63025.0,15990.469898422063,-42.46253197669732,2.0,-299.8,299.8079954412864,
304,63200.0,16045.02713881784,-42.81124849939574,0.4,-299.0,299.00267895573677,
305,63375.0,15931.292622057943,-42.7918474886946,1.8,-300.2,300.2070166123066,
306,63550.0,15878.4140062711,-42.95998636955254,1.6,-301.4,301.4046489533966,
307,63725.0,15860.25389260918,-42.81795987512568,2.6,-302.4,302.4115641151906,
308,63900.0,15902.323513985699,-42.83068675814425,3.2,-301.8,301.817228178057,
309,64075.0,15847.56415340184,-42.95810166406808,3.2,-302.6,302.6198209087328,
310,64250.0,15852.618743238021,-43.250067626300776,3.2,-301.8,301.8204798428324,
311,64425.0,15808.153670609481,-43.224448555799796,4.0,-302.4,302.4318097438166,
312,64600.0,15830.22129944448,-43.057483806210016,3.6,-303.8,303.82700413679584,
313,64775.0,15736.779956390059,-43.03718530228899,4.8,-304.0,304.03944334682694,
314,64950.0,15741.510530862259,-43.41410180483576,4.4,-305.0,305.03278493642904,
315,65125.0,15725.03148203062,-43.1244972565065,6.6,-304.6,304.6718866368744,
316,65300.0,15769.03406973322,-43.26998216300924,7.4,-304.4,304.4903117536016,
317,65475.0,15777.0922562675,-43.6474345672023,5.6,-303.6,303.65202363978784,
318,65650.0,15764.89771062138,-43.40676732817298,6.2,-303.6,303.6694853809226,
319,65825.0,15725.547141518682,-43.89515516324097,5.2,-304.6,304.64529887042056,
320,66000.0,15639.345608136082,-43.9404531709013,5.2,-305.6,305.644494869882,
321,66175.0,15664.1882158233,-43.92364076401617,6.2,-306.0,306.0630797006204,
322,66350.0,15494.692527624979,-43.86390186896384,6.8,-308.2,308.2777986564946,
323,66525.0,15601.9424777099,-44.14955406637794,6.6,-307.0,307.07190944213085,
324,66700.0,15610.587274823241,-44.33387311333632,5.6,-306.4,306.4522312500852,
325,66875.0,15612.79493222142,-44.12667206915454,7.4,-307.0,307.0901559365408,
326,67050.0,15541.782498160139,-44.22748324746314,7.8,-308.4,308.499490378068,
327,67225.0,15480.40026468196,-44.12068617604466,8.4,-309.6,309.72096054618476,
328,67400.0,15468.900396833982,-44.41207968804004,8.2,-309.4,309.51093358953,
329,67575.0,15498.426423610359,-44.38288632705492,8.8,-308.8,308.927603357326,
330,67750.0,15509.58887125552,-44.551336604626464,8.8,-308.6,308.72699231665376,
331,67925.0,15416.3047142711,-44.24855839977774,9.8,-310.2,310.3583085190328,
332,68100.0,15406.82848095776,-44.630486631210644,9.8,-310.2,310.35833894120185,
333,68275.0,15391.88073627302,-44.7021456450873,9.2,-311.2,311.3406564944504,
334,68450.0,15391.9966722448,-44.92483630890696,9.6,-311.0,311.15418870599444,
335,68625.0,15359.9118680249,-44.976007595868865,9.8,-311.2,311.3570340715578,
336,68800.0,15333.64419550788,-45.20496009270299,8.8,-312.0,312.127510597096,
337,68975.0,15300.356852105358,-44.81737812098374,11.4,-314.0,314.209785908323,
338,69150.0,15296.2388226391,-45.17517563761807,10.6,-313.0,313.1798235124712,
339,69325.0,15452.12716000318,-45.14417388590302,11.6,-311.2,311.45836825063645,
340,69500.0,15301.256532577501,-45.17022661765927,12.0,-312.0,312.23500985452904,
341,69675.0,15298.1477746127,-45.4827038977316,11.0,-312.8,312.99401797265824,
