,Frequency,Impedance,Phase,Real,Imaginary,Magnitude, 
112,29600.0,21191.981681399502,-25.146995945601837,-21.6,-226.0,227.0643204247568,
113,29775.0,21224.911433564303,-25.289815482022924,-21.0,-226.4,227.38048702976462,
114,29950.0,21382.00744655708,-24.83083014634008,-18.4,-225.2,225.952506377197,
115,30125.0,21199.493331800542,-25.35838021215302,-19.6,-226.4,227.257279822918,
116,30300.0,21226.14818709988,-25.371672746259378,-19.2,-225.8,226.6263213331162,
117,30475.0,21552.002380762417,-25.675355705879717,-20.0,-222.6,223.498064217028,
118,30650.0,21438.42854213548,-26.06060718534398,-21.4,-223.2,224.2240566682338,
119,30825.0,21288.297390475658,-26.081950621093302,-21.2,-225.0,226.0035412354166,
120,31000.0,21428.362746384002,-26.04586657918776,-20.8,-224.4,225.3716996196732,
121,31175.0,21320.60549608564,-26.97191242568976,-23.0,-224.6,225.78877384347638,
122,31350.0,21294.749553152564,-26.37300829134518,-21.4,-225.0,226.0206194666352,
123,31525.0,21165.732242366303,-26.67777547318618,-22.2,-226.8,227.887920982154,
124,31700.0,21124.91333749478,-26.978563778596357,-22.6,-227.0,228.12427807133722,
125,31875.0,21073.24690902472,-26.8007407992124,-21.2,-227.2,228.19008916374477,
126,32050.0,21067.203860070797,-27.25589664866964,-22.8,-227.2,228.3425339878332,
127,32225.0,20984.74581535366,-27.562849279114538,-23.8,-228.4,229.63708260715697,
128,32400.0,20825.644121894562,-27.167666674174022,-22.6,-230.2,231.31156580742618,
129,32575.0,20845.613332966743,-27.449635946370357,-22.0,-230.2,231.26075923797939,
130,32750.0,20864.11722288376,-27.26411475480496,-20.6,-230.4,231.3233770260856,
131,32925.0,20822.86978643924,-27.358486266841556,-20.8,-230.4,231.3420066925868,
132,33100.0,21061.938173384522,-27.21136418220292,-20.0,-228.4,229.2757147238404,
133,33275.0,20798.43047796352,-28.32820182124152,-24.8,-229.4,230.7666274802582,
134,33450.0,20653.96713957428,-27.5392612487933,-20.4,-231.8,232.69990878134521,
135,33625.0,20627.597054342677,-27.881997690509742,-21.2,-233.4,234.3660181872916,
136,33800.0,20670.39610014938,-27.356479798041523,-18.8,-233.2,233.968088299708,
137,33975.0,20665.60483897314,-27.583904088310998,-18.0,-233.0,233.7025338064584,
138,34150.0,20925.327471006218,-27.505832575668382,-16.8,-229.4,230.0177485204728,
139,34325.0,21020.76846717606,-28.23074477242688,-19.6,-227.6,228.44306374994622,
140,34500.0,20887.81937607936,-28.92207052699522,-22.6,-229.0,230.1151942671576,
141,34675.0,20802.8182099637,-29.03078617651364,-22.8,-229.8,230.93187187419056,
142,34850.0,20772.01774655074,-29.228825545938662,-23.0,-230.4,231.55692198683784,
143,35025.0,20763.09931453598,-28.76057121627604,-20.8,-230.6,231.54288992121118,
144,35200.0,20682.58127719036,-29.225792589945662,-21.8,-231.6,232.6243028746474,
145,35375.0,20637.26130859364,-29.134976897177125,-21.4,-233.0,234.00113918929242,
146,35550.0,20655.43908084798,-28.96455160839478,-20.6,-233.2,234.11439620987002,
147,35725.0,20520.030832357043,-29.33195047610378,-20.8,-234.0,234.92300466301998,
148,35900.0,20596.567080743484,-28.98235559288304,-19.6,-232.8,233.62735358214263,
149,36075.0,20240.80391774194,-29.33242993316494,-19.4,-236.2,237.00875791071863,
150,36250.0,20627.28817916374,-29.58361964034982,-20.6,-232.2,233.1136553704418,
151,36425.0,20636.97728637504,-30.216692458835336,-22.4,-232.0,233.08517786948877,
152,36600.0,20528.53182383264,-30.26592735704106,-22.6,-233.0,234.09596468831995,
153,36775.0,20490.815962924178,-30.33588741940934,-22.8,-233.2,234.3137495234536,
154,36950.0,20441.751829434263,-30.341348380370697,-22.2,-235.0,236.0498324535668,
155,37125.0,20487.223914337002,-30.42267870399948,-21.6,-234.4,235.400735879297,
156,37300.0,20203.671066648058,-30.253662925230902,-20.8,-236.6,237.51346362839098,
157,37475.0,20237.49794491046,-30.478869046363478,-22.0,-237.6,238.63299649477563,
158,37650.0,20250.87401283578,-30.88716945106386,-21.8,-237.0,238.00724993332378,
159,37825.0,20309.266051424398,-30.81688155972182,-21.0,-236.6,237.54136201076457,
160,38000.0,20347.806959368078,-30.59363345672732,-19.8,-235.8,236.63029504731222,
161,38175.0,20359.79083656838,-30.809268858289578,-20.0,-235.4,236.2567633337162,
162,38350.0,20400.9906321735,-31.33508721660312,-22.2,-234.4,235.45091209128924,
163,38525.0,20202.51158635954,-31.324827015145996,-21.6,-237.8,238.79252716319198,
164,38700.0,20257.685290148278,-31.77594639972252,-23.2,-236.2,237.3373005575882,
165,38875.0,20061.44378631458,-31.867469513270397,-23.6,-238.6,239.7647365222896,
166,39050.0,20062.97809030516,-31.696854227071935,-22.8,-239.0,240.08934113134325,
167,39225.0,20102.6503616976,-32.030513045327325,-23.2,-237.8,238.93018528562942,
168,39400.0,20101.417491433018,-31.89795818558118,-21.8,-238.4,239.397253973431,
169,39575.0,20104.46989386902,-32.53191753373554,-23.2,-238.0,239.1392071932168,
170,39750.0,20050.8858786062,-32.526570185640466,-23.8,-238.6,239.78716440912723,
171,39925.0,19986.755355747122,-32.5390504672848,-24.0,-239.0,240.20513234336698,
172,40100.0,19814.19299575104,-32.7232267673342,-24.2,-241.2,242.419613965683,
173,40275.0,19812.29650660598,-32.57702310882422,-22.8,-242.4,243.47146235224923,
174,40450.0,19780.44950489736,-32.72703876806165,-24.0,-241.8,243.019644070153,
175,40625.0,19870.9145416253,-32.37078302783959,-20.4,-241.8,242.66034357167123,
176,40800.0,19846.87161481114,-32.53304833046305,-20.2,-242.0,242.85115183706563,
177,40975.0,19847.0203021471,-32.705078241271494,-21.0,-241.6,242.5146288149674,
178,41150.0,19772.913437760762,-32.95475644186284,-22.0,-242.2,243.19812062202263,
179,41325.0,19694.86867157578,-33.277712920061376,-22.6,-243.6,244.65333926817303,
180,41500.0,19849.41052099956,-32.51229221655246,-17.6,-241.8,242.44838402053261,
181,41675.0,19692.21150328514,-32.79458597410754,-19.0,-244.2,244.93905424154076,
182,41850.0,19757.82859388316,-32.94044931556816,-19.0,-243.4,244.1434603753752,
183,42025.0,19839.112601712743,-33.23662790374116,-19.4,-241.6,242.3829581095888,
184,42200.0,19781.984089390557,-33.50594291008896,-20.6,-242.2,243.07686316639638,
185,42375.0,19803.28283530996,-33.73633826458732,-21.2,-241.8,242.72825618311498,
186,42550.0,19935.531757007422,-33.89657141032568,-22.6,-239.6,240.6743524814408,
187,42725.0,19600.13633836102,-33.99373449498789,-21.6,-244.2,245.1547849606574,
188,42900.0,19537.7420700667,-34.17214185832234,-22.0,-245.2,246.19069973578203,
189,43075.0,19508.730165512778,-34.235175420679624,-21.6,-245.4,246.3492078644822,
190,43250.0,19535.573355505978,-34.16740072545559,-21.0,-245.6,246.4970184534282,
191,43425.0,19472.27096180316,-34.3175214389854,-21.0,-246.2,247.0940102003936,
192,43600.0,19400.49277084242,-34.171995785017714,-19.8,-247.6,248.39726834628317,
193,43775.0,19466.48798757976,-34.034870149794976,-19.0,-246.6,247.3340364303408,
194,43950.0,19527.613538202222,-34.86948049206397,-20.6,-245.0,245.8649916769378,
195,44125.0,19555.58062944828,-34.845141936754516,-20.4,-245.0,245.852592185529,
196,44300.0,19476.62446570588,-35.31455416915384,-22.2,-245.4,246.40431982672982,
197,44475.0,19428.00206426072,-35.34811661226961,-22.4,-246.0,247.02006846879004,
198,44650.0,19276.790251918857,-35.19119902519444,-21.2,-248.8,249.70355920435858,
199,44825.0,19250.60817035508,-35.466401979511396,-22.2,-249.2,250.19253866544324,
200,45000.0,19292.765535921695,-35.35124545102572,-21.0,-248.2,249.0896409359484,
201,45175.0,19201.89777412046,-35.48243594229604,-20.8,-249.0,249.86819850506458,
202,45350.0,19352.70528017006,-35.54719865629296,-21.4,-248.6,249.527512089015,
203,45525.0,19258.20954777748,-35.47791771128712,-19.6,-249.4,250.17106203377756,
204,45700.0,19199.29587587422,-35.53959685281272,-19.2,-250.0,250.7406800443602,
205,45875.0,19072.124795485703,-35.40302529654163,-19.0,-251.2,251.92833342589762,
206,46050.0,19289.040556934102,-35.84262201586684,-19.4,-248.2,248.957602842716,
207,46225.0,19079.853865424702,-36.16463696413233,-20.6,-249.8,250.66590439809139,
208,46400.0,19186.88168312482,-36.53446880288122,-22.0,-249.0,249.9760920465294,
209,46575.0,19062.96292257324,-36.29176863809276,-20.6,-251.4,252.2445698406692,
210,46750.0,18996.955982057163,-36.31478628315204,-20.4,-252.2,253.0260603870266,
211,46925.0,19000.834204092178,-36.44675568874736,-20.4,-252.2,253.0250033803568,
212,47100.0,19053.75415456568,-36.45573608753473,-19.8,-251.6,252.3810090444414,
213,47275.0,18978.786151952045,-36.69584590609106,-20.2,-252.4,253.20928336749802,
214,47450.0,18975.299118127055,-36.44087186153625,-19.6,-252.8,253.56618624154316,
215,47625.0,18905.48681739056,-37.35304665717346,-22.4,-253.4,254.39301211767503,
216,47800.0,18862.28685774332,-37.013725953852905,-20.2,-254.0,254.80546627204262,
217,47975.0,18817.55414514976,-37.057781140981504,-20.6,-254.8,255.6384792743116,
218,48150.0,18831.05596527204,-37.12571007288865,-19.4,-254.4,255.1409970774368,
219,48325.0,18792.727099147938,-37.43106779441616,-20.8,-254.8,255.6503630085186,
220,48500.0,18801.21890437966,-37.43022255289006,-20.2,-254.8,255.60247392218162,
221,48675.0,18781.73197474656,-37.38529184187436,-19.6,-255.4,256.1547523140204,
222,48850.0,18740.29749822858,-37.58793787519334,-19.8,-255.8,256.566448448534,
223,49025.0,18689.559881467943,-37.609577624893134,-19.2,-256.4,257.1184205749602,
224,49200.0,18681.64719338746,-37.86710913369387,-20.2,-256.2,256.9976932621556,
225,49375.0,18550.941783417176,-38.0182071564468,-20.0,-258.4,259.1803338586012,
226,49550.0,18680.07879633622,-37.90937729451419,-19.0,-256.6,257.3082830969412,
227,49725.0,18679.946918176178,-37.81695764052626,-18.6,-258.0,258.6943181956506,
228,49900.0,18656.523320113563,-37.797930963847456,-18.4,-256.4,257.0717247620154,
229,50075.0,18611.07853922478,-38.24072340028094,-18.8,-257.8,258.4903100707502,
230,50250.0,18688.6326017338,-38.46509123359397,-20.2,-256.0,256.8070839043312,
231,50425.0,18544.77791651512,-38.56022914826984,-19.8,-258.0,258.7617386157506,
232,50600.0,18493.597277666257,-38.6410240951848,-19.8,-259.0,259.7639439255602,
233,50775.0,18550.87071921144,-38.74179983042908,-18.8,-258.6,259.2871729686802,
234,50950.0,18478.34724020416,-38.7115942165229,-18.4,-259.2,259.8562274971988,
235,51125.0,18318.02816026262,-38.53903400595314,-18.2,-261.2,261.8371223406322,
236,51300.0,18432.91904530924,-39.09153469585672,-19.2,-259.8,260.5095614057184,
237,51475.0,18363.638178413115,-38.94723466432816,-18.4,-261.0,261.6515572701902,
238,51650.0,18297.93603899318,-39.14448649166014,-18.6,-261.8,262.4620900295726,
239,51825.0,18302.95142610126,-39.23046020668572,-18.0,-261.8,262.42259289804923,
240,52000.0,18355.11266369484,-39.251156060477804,-17.8,-261.6,262.206196757675,
241,52175.0,18323.158333777996,-39.03399584132596,-17.4,-262.4,262.9788818144384,
242,52350.0,18200.574928225724,-39.25678580675351,-17.8,-263.6,264.2094083683022,
243,52525.0,18217.470747258656,-39.3475486544463,-17.0,-263.6,264.15511675045764,
244,52700.0,18147.027274458138,-39.314958684631414,-16.4,-264.0,264.51403578528397,
245,52875.0,18190.88906325884,-40.12326620875298,-18.8,-264.2,264.872562652396,
246,53050.0,18036.7134790573,-39.59659960388437,-16.6,-265.8,266.324332862502,
247,53225.0,18028.97938934874,-39.678688916611584,-16.0,-266.0,266.48870750853416,
248,53400.0,18023.01104890336,-39.766350377560215,-15.8,-266.2,266.6711519419272,
249,53575.0,18113.414728966978,-39.77891429335902,-15.0,-264.8,265.2269932981658,
250,53750.0,18159.12176859098,-40.04271656499888,-15.4,-264.0,264.4511212055146,
251,53925.0,18128.76793325548,-40.165498593437135,-16.0,-264.4,264.88508727804583,
252,54100.0,18121.573503779182,-40.49633024888626,-17.2,-263.6,264.16415615064454,
253,54275.0,18008.65649299208,-40.61456072611402,-17.8,-266.0,266.59589829450044,
254,54450.0,17933.89684572196,-40.841434638081225,-18.2,-266.2,266.8226202972564,
255,54625.0,17863.90644666242,-40.8323518035637,-17.8,-267.6,268.20413588491897,
256,54800.0,17934.823491256957,-40.46762338203998,-15.4,-267.2,267.6455644915226,
257,54975.0,17974.95598889382,-40.94085474257632,-16.6,-266.2,266.7222488430948,
258,55150.0,17927.8327137343,-41.18042443829196,-17.2,-266.2,266.7637270809662,
259,55325.0,17836.639721443757,-41.591575897160624,-18.8,-267.8,268.46311483181904,
260,55500.0,17719.1258605575,-41.526199512792324,-18.8,-269.8,270.46219066276865,
261,55675.0,17549.18558538112,-41.0982617532312,-17.8,-272.2,272.8034111986328,
262,55850.0,17618.24983654292,-41.219868687963256,-16.6,-272.2,272.7109907811688,
263,56025.0,17631.5582438945,-41.474468237156756,-15.8,-271.8,272.2636370148166,
264,56200.0,17716.4308026238,-41.71733415991578,-16.0,-271.6,272.0765010281894,
265,56375.0,17647.83885859594,-41.306931608603705,-14.8,-271.4,271.80462574677864,
266,56550.0,17675.06196952932,-41.57129742408856,-14.6,-271.4,271.7950377105658,
267,56725.0,17553.6738658436,-41.70937944636428,-14.6,-272.4,272.7936823897028,
268,56900.0,17598.360773825938,-42.15532522151939,-16.6,-273.2,273.7056899378116,
269,57075.0,17600.0688215164,-41.85280310825092,-14.6,-272.2,272.59943542849345,
270,57250.0,17548.504912526198,-41.88403434286618,-14.6,-272.8,273.197247659378,
271,57425.0,17553.879598981883,-42.058199043016586,-14.2,-273.0,273.37186337240536,
272,57600.0,17488.40378935076,-41.9631871299837,-13.0,-274.0,274.30954426088556,
273,57775.0,17479.83475754098,-42.343682298472245,-14.0,-274.4,274.764742398896,
274,57950.0,17508.52904616182,-42.397688654467,-15.0,-274.8,275.20994610777956,
275,58125.0,17453.561562747356,-42.341446877487115,-13.6,-274.8,275.141258681606,
276,58300.0,17414.1429617685,-42.335255549908716,-13.0,-275.2,275.5085462000432,
277,58475.0,17379.94169434232,-42.70788170460769,-13.8,-275.8,276.15031454459705,
278,58650.0,17328.4341993379,-42.74486127957154,-13.6,-276.6,276.9467479050446,
279,58825.0,17496.80633996326,-43.86666850079796,-16.4,-273.6,274.1137149155812,
280,59000.0,17317.43810380956,-42.53334789282589,-12.2,-276.4,276.6733390855612,
281,59175.0,17306.18525063044,-43.1159450513153,-13.8,-276.4,276.74535863509607,
282,59350.0,17219.17544218962,-43.10135074873468,-13.8,-277.8,278.1435662829844,
283,59525.0,17182.0530465479,-43.10303149206423,-13.2,-279.0,279.313122158726,
284,59700.0,17206.78292722858,-43.280604543861756,-13.6,-280.2,280.5409615697502,
285,59875.0,17166.9452258935,-43.199208647739674,-12.0,-280.0,280.26523836539184,
286,60050.0,17129.19434641756,-43.111359250094324,-11.2,-280.2,280.43143810907975,
287,60225.0,17224.840159869083,-43.21295700495286,-10.6,-278.8,279.0049539886992,
288,60400.0,17149.81785991696,-43.20006041186129,-10.4,-279.4,279.5947175960042,
289,60575.0,17060.24346560458,-43.47935764894639,-11.2,-281.0,281.2240564518002,
290,60750.0,17046.451464146485,-43.565268504124816,-11.0,-281.4,281.6171344927162,
291,60925.0,17025.5635151744,-43.35842255156566,-10.2,-282.0,282.185405237066,
292,61100.0,17158.25653883958,-43.39132981999664,-8.8,-280.8,280.95623670870657,
293,61275.0,17032.78117462162,-43.50211558742818,-8.4,-282.2,282.32617752035657,
294,61450.0,17066.42042808496,-43.671555466740095,-8.6,-281.4,281.53471291515336,
295,61625.0,17121.043692838917,-43.83589031747289,-9.0,-278.8,278.968024378849,
296,61800.0,17034.4371315687,-44.162435720749116,-10.0,-281.2,281.382883972696,
297,61975.0,16917.12758887096,-44.06497611927574,-10.0,-283.2,283.3860379541972,
298,62150.0,16861.46074863986,-44.38190546910112,-11.2,-283.2,283.4359610549524,
299,62325.0,16863.77504475212,-44.39813012193282,-9.8,-284.2,284.3714595716486,
300,62500.0,16814.97364463516,-44.43805919000814,-9.4,-284.8,284.9591120270478,
301,62675.0,16912.753702594702,-44.254927878334534,-7.8,-283.8,283.914731042817,
302,62850.0,16885.94301037996,-44.541245336832375,-8.4,-284.2,284.327436549325,
303,63025.0,16802.02148568096,-44.53213345982125,-8.4,-285.2,285.3269966526196,
304,63200.0,16789.76832257426,-44.6538497423323,-8.8,-285.6,285.7422358470084,
305,63375.0,16714.518590512438,-45.019310615783446,-9.4,-286.0,286.1563938979292,
306,63550.0,16725.60636292812,-44.98768222610912,-8.6,-286.0,286.13968361698363,
307,63725.0,16658.906458010162,-44.9032812137576,-8.0,-287.8,287.9133541372894,
308,63900.0,16694.14826385916,-44.9535345002423,-7.6,-287.4,287.5023604009742,
309,64075.0,16694.4497349095,-44.882358036662154,-6.6,-287.2,287.28212095315996,
310,64250.0,16561.942040473597,-45.363077461750656,-7.6,-288.8,288.90303526738023,
311,64425.0,16592.59215357608,-45.73275553609912,-8.8,-288.0,288.14089135595583,
312,64600.0,16557.26413216122,-45.19742974361085,-7.4,-290.4,290.4976250135814,
313,64775.0,16448.48321082248,-45.16301434869946,-6.2,-290.8,290.87327721001014,
314,64950.0,16543.37205010606,-45.34661186443922,-5.6,-290.2,290.2579316139404,
315,65125.0,16484.23591143484,-45.31238173626302,-4.8,-290.6,290.6413194209746,
317,65475.0,16551.738735749197,-45.65445314615308,-4.8,-289.4,289.44079178819226,
318,65650.0,16493.721130262562,-45.68258725204374,-5.6,-290.2,290.2565353479316,
319,65825.0,16447.5359896495,-46.13318531702602,-6.4,-291.2,291.2736066574378,
320,66000.0,16377.883376367103,-46.09360079343304,-6.0,-291.8,291.8630927874804,
321,66175.0,16369.720132090883,-46.258877313358596,-6.0,-292.8,292.8724694496072,
322,66350.0,16323.92063968784,-45.636979658495264,-2.6,-292.6,292.6147314372146,
323,66525.0,16393.09792214724,-46.360604047481274,-5.0,-292.2,292.24822629397977,
324,66700.0,16380.619789490778,-46.28325190443132,-4.6,-292.0,292.0372925727632,
325,66875.0,16272.731485074863,-46.323892750032485,-4.2,-294.6,294.6377183504298,
326,67050.0,16295.69856236842,-46.33951189364832,-3.4,-294.2,294.22560218948263,
328,67400.0,16218.215736309041,-46.47599214250231,-2.8,-295.2,295.2176979021476,
329,67575.0,16251.321436112301,-46.59944327029465,-3.0,-294.6,294.61734520369123,
