Frequency,Impedance,Phase,Real,Imaginary,Magnitude,
 10000 , 396.023076981692 ,-39.1822380694432 ,-135 ,-204 , 244.624201582754 
 10175 , 391.216403895433 ,-37.1889079606302 ,-129 ,-214 , 249.873968231987 
 10350 , 392.619661082055 ,-36.4855610767681 ,-123 ,-216 , 248.565886637728 
 10525 , 408.978045158929 ,-35.9325222107729 ,-113 ,-208 , 236.712906281005 
 10700 , 405.957236050516 ,-37.0772469989833 ,-118 ,-206 , 237.402611611583 
 10875 , 401.310316657571 ,-38.0887728995051 ,-123 ,-205 , 239.069027688657 
 11050 , 382.530427499641 ,-39.0033669932474 ,-132 ,-212 , 249.735860460607 
 11225 , 398.680047751734 ,-36.1173424069948 ,-114 ,-209 , 238.069317636692 
 11400 , 384.609233869206 ,-37.5440152755457 ,-126 ,-216 , 250.063991810096 
 11575 , 382.516779156379 ,-37.6260303633965 ,-127 ,-217 , 251.431899328625 
 11750 , 380.915808612903 ,-37.637158933528 ,-127 ,-218 , 252.295461711066 
 11925 , 375.408895177864 ,-38.1073906406861 ,-130 ,-221 , 256.400078003108 
 12100 , 371.358193389096 ,-37.1520342467317 ,-128 ,-226 , 259.73062969161 
 12275 , 370.693616652701 ,-37.1541801825083 ,-127 ,-227 , 260.111514547126 
 12450 , 370.527984438024 ,-37.5297950035059 ,-128 ,-226 , 259.73062969161 
 12625 , 365.608840541781 ,-37.8921185374906 ,-131 ,-228 , 262.954368664983 
 12800 , 357.96373802678 ,-37.0150413198487 ,-131 ,-235 , 269.046464388588 
 12975 , 354.132062861472 ,-36.4144532937358 ,-129 ,-241 , 273.353251306803 
 13150 , 354.820944822227 ,-35.7025320504783 ,-125 ,-243 , 273.265438722133 
 13325 , 355.780087416034 ,-35.4594854668192 ,-122 ,-243 , 271.906233838064 
 13500 , 354.17541106274 ,-36.2113293405963 ,-124 ,-242 , 271.919105617829 
 13675 , 352.331351224048 ,-36.8959223357899 ,-128 ,-240 , 272 
 13850 , 350.08463244953 ,-35.641004083028 ,-124 ,-245 , 274.592425241484 
 14025 , 343.882432966363 ,-35.5433320358186 ,-125 ,-252 , 281.298773548695 
 14200 , 341.766456545411 ,-35.434688415977 ,-124 ,-254 , 282.651729165063 
 14375 , 347.02319116204 ,-34.3472471245331 ,-116 ,-253 , 278.325349186882 
 14550 , 347.889525827102 ,-34.9137472231908 ,-117 ,-251 , 276.929593940409 
 14725 , 342.280315918853 ,-35.7473434733337 ,-122 ,-252 , 279.978570608538 
 14900 , 340.84402592596 ,-35.5947716207343 ,-123 ,-254 , 282.214457460988 
 15075 , 345.884626192282 ,-35.0436504773965 ,-116 ,-252 , 277.416654150395 
 15250 , 332.702201139253 ,-34.8556925512665 ,-122 ,-263 , 289.918954192374 
 15425 , 337.504304544527 ,-34.7528120929703 ,-118 ,-260 , 285.524079544966 
 15600 , 330.253689378685 ,-34.4502333796683 ,-119 ,-265 , 290.492684933717 
 15775 , 331.960437978894 ,-35.4832762180595 ,-122 ,-263 , 289.918954192374 
 15950 , 330.029946767623 ,-34.4296903289618 ,-118 ,-267 , 291.912658170214 
 16125 , 328.610371553992 ,-34.2684082609094 ,-117 ,-269 , 293.342802877453 
 16300 , 328.157638901 ,-33.9200828993029 ,-114 ,-270 , 293.080193803676 
 16475 , 326.795230165821 ,-33.8556879996852 ,-114 ,-271 , 294.001700675353 
 16650 , 324.104102740361 ,-34.4407930408878 ,-118 ,-273 , 297.410490736289 
 16825 , 321.239939863091 ,-33.7180417211534 ,-116 ,-277 , 300.308175046901 
 17000 , 317.406628926146 ,-33.5668951525901 ,-115 ,-281 , 303.621474866321 
 17175 , 319.62801448962 ,-33.3664059249426 ,-112 ,-281 , 302.497933877242 
 17350 , 319.175375538426 ,-33.1199067477091 ,-110 ,-281 , 301.76315215745 
 17525 , 319.580180412846 ,-33.2719378121422 ,-110 ,-280 , 300.832179129826 
 17700 , 314.862858353163 ,-33.7289765117426 ,-114 ,-284 , 306.026142674119 
 17875 , 311.598747123028 ,-33.293158287135 ,-113 ,-289 , 310.306300290535 
 18050 , 312.655291184452 ,-32.5373257929213 ,-108 ,-290 , 309.457589986092 
 18225 , 313.505176798489 ,-32.1245423890708 ,-104 ,-291 , 309.025888883116 
 18400 , 314.312407279691 ,-31.971312748344 ,-101 ,-291 , 308.029219393226 
 18575 , 314.172833973279 ,-32.0380470135786 ,-100 ,-290 , 306.757233003559 
 18750 , 314.591143474213 ,-32.4702286806865 ,-102 ,-287 , 304.586605089587 
 18925 , 312.264767428156 ,-32.9493607835022 ,-105 ,-288 , 306.543634740635 
 19100 , 309.758709242705 ,-32.4824139220597 ,-104 ,-292 , 309.96774025695 
 19275 , 307.101583769363 ,-32.4143303848464 ,-104 ,-295 , 312.795460325114 
 19450 , 307.527434968788 ,-31.719635842369 ,-100 ,-296 , 312.435593362856 
 19625 , 304.185382826472 ,-32.3507212383076 ,-103 ,-299 , 316.243577009874 
 19800 , 303.966116532748 ,-31.8495365340124 ,-100 ,-300 , 316.227766016838 
 19975 , 301.993462481174 ,-31.8654871619518 ,-100 ,-302 , 318.125761295749 
 20150 , 300.863774970323 ,-31.8810438470748 ,-100 ,-303 , 319.075226239832 
 20325 , 301.306573142042 ,-31.8263116245166 ,-99 ,-303 , 318.763235019348 
 20500 , 298.035027255255 ,-31.4364366039623 ,-98 ,-307 , 322.26231551331 
 20675 , 295.635299833401 ,-31.6021010147423 ,-100 ,-311 , 326.681802370441 
 20850 , 296.604213790423 ,-31.7091946470817 ,-98 ,-310 , 325.121515744498 
