,Frequency,Impedance,Phase,Real,Imaginary,Magnitude, 
221,48675.0,16185.374828635298,-31.99452185502948,5.2,-297.2,297.24772927559445,
222,48850.0,16229.86005279962,-32.11715038100568,5.4,-296.2,296.2502696874826,
223,49025.0,16187.4241710456,-32.284010776295204,5.4,-296.8,296.8501924892258,
224,49200.0,16139.92346199712,-32.12601450001684,6.4,-297.4,297.4706260517384,
225,49375.0,16152.42105781558,-32.43551697643606,6.0,-297.6,297.66386826310736,
226,49550.0,16092.767367437118,-32.407485861187624,6.6,-298.6,298.673984115442,
227,49725.0,16176.624157128583,-32.50139098722748,6.2,-298.6,298.6879312367112,
228,49900.0,16123.10281690486,-32.64784509990958,5.4,-297.4,297.4529924210172,
229,50075.0,16147.85834345788,-32.454168434320266,8.4,-297.8,297.9202005271316,
230,50250.0,16160.31904925116,-32.45194250713974,7.8,-296.8,296.923371059903,
231,50425.0,16054.885714713502,-32.9048559423913,6.6,-298.8,298.8732905947374,
232,50600.0,16041.579451387579,-32.96814860096818,6.8,-299.4,299.47744550321374,
233,50775.0,16039.078888995879,-33.206400349148296,7.2,-299.8,299.88670968107317,
234,50950.0,16000.460497429658,-33.23700114771684,7.4,-300.0,300.0929703718522,
235,51125.0,16051.83232523746,-32.55783744406308,10.4,-298.6,298.78396863055576,
236,51300.0,15968.89280927434,-33.302522995010484,8.2,-300.6,300.712063996225,
237,51475.0,16032.25468456178,-33.46116115507848,7.6,-299.6,299.698059318894,
238,51650.0,15918.18874994788,-33.67444636346347,7.4,-301.6,301.69249386895183,
239,51825.0,15886.47315883166,-33.664708325954265,8.6,-302.2,302.32409501274043,
240,52000.0,15950.795154940599,-33.72458606851262,8.6,-301.6,301.72362543024025,
241,52175.0,15997.45263666104,-33.33928315057906,10.0,-301.0,301.1850318377296,
242,52350.0,15864.636112364078,-33.9166558310365,7.8,-303.0,303.1054169489214,
243,52525.0,15896.051526417199,-34.027442313997526,8.6,-302.6,302.72522401431115,
244,52700.0,15802.66624800156,-33.9873645783738,9.4,-303.6,303.7489888953828,
245,52875.0,15881.88302828662,-34.31269742185932,9.2,-303.2,303.3455100756208,
246,53050.0,15772.16422626418,-34.179205673857176,9.8,-304.4,304.5605748475864,
247,53225.0,15681.545533978602,-34.25403521796966,10.6,-306.2,306.3932267332646,
248,53400.0,15767.62242074544,-34.22594656256861,11.4,-304.6,304.81428478087366,
249,53575.0,15760.2893888088,-34.31762196618984,11.8,-304.6,304.82936038694163,
250,53750.0,15824.221728491859,-34.32336458264132,12.6,-303.2,303.46205280491915,
251,53925.0,15816.3851843763,-34.513707089802395,11.6,-303.4,303.621980602067,
252,54100.0,15769.09825682074,-34.836615555295644,10.2,-303.4,303.5723417332554,
253,54275.0,15741.4100226606,-34.794521016722584,10.6,-304.8,304.9938561423262,
254,54450.0,15629.71286630306,-35.13382142465288,9.6,-306.0,306.1533833676622,
255,54625.0,15615.10756358082,-34.82112646618272,11.8,-306.6,306.82923392145125,
256,54800.0,15696.263154223221,-35.032160154734484,11.4,-305.6,305.81290694756603,
257,54975.0,15675.39217815884,-35.08602418625674,12.2,-305.6,305.8449320872498,
258,55150.0,15722.666830985501,-35.5220181737274,10.4,-304.0,304.18144041645024,
259,55325.0,15610.007292538281,-35.783002345930356,9.6,-306.6,306.7531686180842,
260,55500.0,15550.458539991541,-35.60555078470626,10.4,-308.0,308.17916471413537,
261,55675.0,15377.147998954659,-35.81414968181226,8.4,-311.2,311.3305529283,
262,55850.0,15416.969319920001,-35.48494254595962,12.2,-311.4,311.64044201479925,
263,56025.0,15379.790328688721,-35.57723573315042,14.0,-311.8,312.1190523618358,
264,56200.0,15561.057394739459,-35.7159782921545,14.2,-309.4,309.74282431410836,
265,56375.0,15486.368553789842,-35.62995514917402,13.8,-309.4,309.711810342867,
266,56550.0,15491.09697419456,-35.94174946998096,13.8,-309.8,310.10937206449523,
267,56725.0,15428.869487383961,-35.94460967586424,14.6,-310.0,310.3485322837414,
268,56900.0,15483.182893631438,-36.1707446772121,13.6,-310.8,311.10600967655944,
269,57075.0,15420.93030894596,-36.201769522934136,14.0,-310.8,311.1158284671796,
270,57250.0,15337.41095813418,-36.06737068996937,15.0,-312.2,312.56343768160457,
271,57425.0,15411.65284576946,-36.31792841437258,15.0,-311.0,311.3621998232318,
272,57600.0,15348.44556455546,-36.532714202695935,14.8,-312.2,312.5522820887294,
273,57775.0,15378.55410403134,-36.89067322244332,13.8,-312.0,312.3092610502238,
274,57950.0,15444.62719161082,-36.44155711334891,15.4,-311.6,311.986257853938,
275,58125.0,15342.487108324422,-36.61409265712924,15.8,-312.6,312.9999529745886,
276,58300.0,15288.20987911824,-36.70703076707708,16.0,-313.4,313.8088268560018,
277,58475.0,15344.991178099717,-37.058570585228196,15.2,-312.4,312.77292558432464,
278,58650.0,15262.2910011184,-36.9385110917356,16.4,-314.0,314.4295150826532,
279,58825.0,15056.038169182159,-37.28659463150818,17.4,-318.0,318.55140888884955,
280,59000.0,15247.902052350819,-37.04937051999212,16.2,-313.8,314.2187685449404,
281,59175.0,15253.81794154956,-37.44665040676498,15.4,-313.6,313.98068088425657,
282,59350.0,15244.205775116981,-37.4477704124046,15.4,-313.8,314.1780586862252,
283,59525.0,15158.09271171696,-37.497326788453265,16.0,-316.2,316.60455215496177,
284,59700.0,15115.211944540923,-37.848169754143285,14.8,-319.0,319.3440558721284,
285,59875.0,15093.312192980538,-37.362591891706884,18.8,-318.2,318.756872897955,
286,60050.0,15077.49911678794,-37.330987223589396,19.4,-318.0,318.5925506148868,
287,60225.0,15141.1191249825,-37.530293520225015,19.4,-316.8,317.39380879873437,
288,60400.0,15143.919189274558,-37.482095449199235,19.8,-316.0,316.6220083968808,
289,60575.0,15069.69956378288,-37.776315750533534,19.0,-317.8,318.3691622662046,
290,60750.0,15076.92115818874,-37.79747691254406,19.6,-317.8,318.40470354168554,
291,60925.0,15005.1194030617,-37.84938238281906,19.2,-319.6,320.17882495355116,
292,61100.0,15167.77148855314,-38.0204260981738,19.8,-317.2,317.821989709937,
293,61275.0,15056.24825838716,-37.77497421867664,22.4,-318.6,319.3875254066938,
294,61450.0,15083.22368489556,-37.99686789978669,21.8,-317.8,318.54758950144037,
295,61625.0,15089.23939569226,-38.07207348604072,21.6,-315.8,316.5560902254216,
296,61800.0,15096.77300792982,-38.33247407416059,21.0,-316.8,317.4965169736096,
297,61975.0,14940.531835645961,-38.43231959658958,20.2,-320.2,320.8443498446146,
298,62150.0,14880.82743621262,-38.7615312554571,18.8,-320.6,321.1593840248954,
299,62325.0,14925.918791666021,-38.67484413944066,21.0,-320.6,321.28761777462677,
300,62500.0,14901.68618848282,-38.65950898228818,21.8,-320.8,321.5413955736966,
301,62675.0,14942.52542013822,-38.78894457079972,21.8,-320.6,321.3424841718252,
302,62850.0,14926.9931798195,-38.71146725023216,23.2,-320.8,321.6398592864918,
303,63025.0,14898.557540346079,-38.852988534799366,22.4,-321.0,321.7827586813336,
304,63200.0,14924.83072004996,-38.749901557943176,23.2,-320.6,321.44271755689437,
305,63375.0,14826.73048672456,-39.1893979324559,22.2,-321.8,322.5657894926244,
306,63550.0,14749.299024354821,-39.05856685521408,23.8,-323.6,324.4771102897598,
307,63725.0,14782.37344659568,-39.13900021514382,23.6,-323.6,324.4617269026542,
308,63900.0,14791.044038280961,-39.19632129770473,24.0,-323.6,324.4900932445962,
309,64075.0,14795.703049051479,-39.212034542669,24.6,-323.2,324.13724904355416,
310,64250.0,14726.53205323232,-39.62213129054676,24.0,-324.0,324.8993161471368,
311,64425.0,14728.8031564648,-39.0718244193002,27.8,-323.4,324.599404130929,
312,64600.0,14822.98937261744,-39.52944958195008,23.8,-323.6,324.47817692052683,
313,64775.0,14712.37514866144,-39.46168559996757,25.4,-324.2,325.19692736279296,
314,64950.0,14681.70099701148,-39.64587023954654,26.2,-326.0,327.05314623509696,
315,65125.0,14642.94455481714,-39.49142047348656,27.8,-326.0,327.1853625472414,
316,65300.0,14713.401915164379,-39.88262359035461,27.2,-325.2,326.3394241697288,
317,65475.0,14705.84905025104,-39.844311143011325,27.6,-324.6,325.772702270821,
318,65650.0,14690.121246879342,-39.8953187952187,26.6,-324.8,325.89004153791757,
319,65825.0,14664.65595720136,-40.20268971132092,26.6,-325.6,326.6851103691964,
320,66000.0,14588.250744832301,-40.29399493715446,26.4,-326.6,327.66619465912237,
321,66175.0,14584.17231514008,-40.33870956915574,27.2,-327.6,328.72909352621696,
322,66350.0,14527.521894167357,-40.24177169321572,28.0,-327.6,328.7951258516632,
323,66525.0,14540.48422120852,-40.33065533397941,29.0,-328.2,329.48072541756983,
324,66700.0,14536.81928589162,-40.7451132463289,26.6,-328.0,329.07761589616496,
325,66875.0,14579.521521278419,-40.51789538556447,28.6,-327.6,328.84871658323425,
326,67050.0,14524.69523846476,-40.6011886766511,29.2,-328.8,330.0960378684716,
327,67225.0,14522.61929016178,-40.49844013596352,29.8,-328.8,330.15275305783655,
328,67400.0,14499.364109185937,-40.64867302449362,30.4,-328.8,330.2044489158294,
329,67575.0,14491.81830477996,-40.770831017306094,30.2,-329.0,330.38401196155576,
330,67750.0,14473.697689283561,-40.877534305432256,30.6,-329.4,330.81972886953116,
331,67925.0,14438.311461473262,-40.8306364174058,30.2,-330.0,331.38233490566734,
332,68100.0,14366.40187417432,-41.13049151378178,30.8,-331.4,332.8316120725186,
333,68275.0,14412.848348293302,-40.976727817591,31.4,-331.0,332.49023576300294,
334,68450.0,14400.1606825255,-41.101661979802955,32.4,-331.0,332.5846650170904,
335,68625.0,14367.15915708828,-41.4011221522496,31.2,-331.4,332.8674352807776,
336,68800.0,14379.20535555004,-41.13033145550138,33.0,-331.2,332.84175041716617,
337,68975.0,14375.844660400582,-41.26703224349971,32.8,-332.8,334.4166840120022,
338,69150.0,14332.49645513742,-41.44857971724454,33.0,-332.6,334.23369354332397,
339,69325.0,14354.02728441946,-41.21125437473254,35.4,-333.4,335.2885023265276,
340,69500.0,14320.82447682886,-41.8020283698818,32.4,-332.0,333.5856725774408,
341,69675.0,14364.38231503074,-41.64254711649804,34.0,-331.6,333.3385354779698,
342,69850.0,14261.98965123058,-41.68404273431068,34.0,-334.0,335.728098784366,
343,70025.0,14294.18959620938,-41.8799983807492,33.8,-333.8,335.5089808572046,
344,70200.0,14211.479073331779,-41.522167363572905,35.8,-334.8,336.71182530079193,
345,70375.0,14249.325318021638,-42.02224582036986,34.8,-334.6,336.4059651099658,
346,70550.0,14221.839529633178,-41.965218059696575,36.4,-334.4,336.37620418676,
347,70725.0,14205.259178029999,-42.08119478164428,36.0,-334.6,336.5328975883825,
348,70900.0,14183.15497426074,-42.361114059727036,34.4,-334.8,336.564977475074,
349,71075.0,14108.04348034252,-42.26354612942972,34.6,-335.6,337.3895481471516,
350,71250.0,14096.52465762388,-42.33767353998686,35.8,-337.8,339.69433222787336,
351,71425.0,14077.289237780918,-42.41999241227462,36.6,-338.0,339.97675335418,
352,71600.0,14146.92579999142,-42.2438096245962,38.0,-337.2,339.3351362682472,
353,71775.0,14107.61506391384,-42.31558568839786,38.4,-337.4,339.57901135156715,
354,71950.0,14075.22652959664,-42.696556404670865,38.0,-338.6,340.7332680991738,
355,72125.0,14047.519786419778,-42.49282790542314,39.0,-338.4,340.640772829165,
356,72300.0,14042.95862109838,-42.7000143549412,38.8,-338.6,340.81857225376564,
357,72475.0,14002.820409780039,-42.631570650547005,39.8,-339.0,341.3299975408642,
358,72650.0,13974.29602619698,-42.849188231527236,39.6,-339.8,342.1010895115274,
359,72825.0,13920.30579892094,-42.91533604854488,41.4,-341.6,344.1067217200494,
360,73000.0,13934.404364592561,-42.925895614182615,41.0,-340.0,342.469996416047,
361,73175.0,13988.471016065741,-43.0352499596831,41.0,-340.0,342.46718267031724,
362,73350.0,13919.110627868698,-43.00387734999564,41.6,-340.4,342.9341596468344,
363,73525.0,13952.5668908613,-43.11973064844866,41.6,-340.4,342.93392578315036,
364,73700.0,13979.074111207618,-43.32899239219868,40.8,-340.4,342.83717377315537,
365,73875.0,13944.95551393932,-43.42333479836005,41.6,-341.0,343.5362837304194,
366,74050.0,13891.060935896341,-43.49927195399267,40.8,-342.4,344.82383089797156,
367,74225.0,13877.49561396602,-43.54375826566154,42.6,-342.2,344.84690977946815,
368,74400.0,13852.615983552378,-43.502061093594016,44.2,-343.0,345.8430833273408,
369,74575.0,13840.86340264318,-43.6992283783117,42.8,-343.2,345.8595684116176,
370,74750.0,13841.225397316299,-43.6900084873027,43.6,-342.4,345.1651532174384,
371,74925.0,13820.170459261502,-43.94110896240666,43.2,-343.6,346.3082864393502,
372,75100.0,13846.67582968346,-43.971287333898985,44.2,-343.2,346.045209929857,
373,75275.0,13777.64456904156,-43.78506996745009,45.8,-344.0,347.03816881106957,
374,75450.0,13719.9708022436,-43.709420703704396,47.2,-344.6,347.81956532709836,
375,75625.0,13694.54700688064,-43.90403397418298,45.6,-345.4,348.3995670766328,
376,75800.0,13700.26950811276,-44.16902019008424,45.8,-346.2,349.22575276360357,
377,75975.0,13727.413071185481,-44.34815926491048,45.4,-345.4,348.373407674806,
378,76150.0,13692.441768216022,-44.32928599631445,46.4,-346.0,349.09769791641565,
379,76325.0,13664.22267071296,-44.52544349392268,46.6,-346.6,349.7218576628452,
380,76500.0,13690.867327480659,-44.2581379394191,47.6,-345.2,348.4678321349788,
381,76675.0,13671.35568804206,-44.432202340849315,47.4,-346.6,349.82712444498975,
382,76850.0,13638.26765340232,-44.39132529292875,48.8,-347.4,350.8110857048684,
383,77025.0,13616.33353987922,-44.3570724133747,49.6,-347.4,350.9250678747218,
384,77200.0,13618.17898341132,-44.560067457851986,49.4,-347.0,350.5021207580086,
385,77375.0,13578.50765297886,-44.712416267727704,49.4,-348.4,351.8872082766424,
386,77550.0,13536.91712847256,-44.62256618541554,51.4,-348.6,352.37375252492956,
387,77725.0,13577.25976419856,-44.818467753300105,49.8,-348.0,351.54801947804617,
388,77900.0,13473.7557728382,-44.942556775353054,51.0,-353.4,357.0680043449288,
389,78075.0,13531.47667263386,-45.07766302309342,51.0,-349.4,353.109177226962,
390,78250.0,13491.240377090478,-45.081889755516826,50.6,-349.4,353.0513601562326,
391,78425.0,13458.589205306682,-44.949145359393825,51.8,-350.4,354.20896303264124,
392,78600.0,13556.09318747262,-45.1779349500332,51.6,-348.6,352.3998401460884,
393,78775.0,13525.09120024418,-45.23648147890982,52.4,-350.0,353.9032948104766,
394,78950.0,13437.56616578098,-45.22854062444196,52.8,-351.2,355.1470517317188,
395,79125.0,13411.301017963338,-45.2761912459754,53.4,-352.2,356.2255901716004,
396,79300.0,13395.395569835662,-45.25424904783808,53.6,-352.6,356.6514347507992,
397,79475.0,13405.124905869638,-45.31017064287826,54.8,-352.4,356.637599485092,
398,79650.0,13373.235989273458,-45.461105236571065,54.8,-352.6,356.83460569793044,
399,79825.0,13459.406382685596,-45.3368111351413,55.2,-351.8,356.1087128068158,
400,80000.0,13388.900192711179,-44.22037396947416,63.0,-353.2,358.8719849910156,
401,80175.0,13380.47862842178,-45.636929388550556,55.8,-352.6,356.98935124209567,
402,80350.0,13368.94279724828,-45.858740321753,55.8,-353.4,357.7783356652302,
403,80525.0,13341.327805990939,-45.78009090085052,57.2,-353.8,358.3942344389388,
404,80700.0,13342.953851443419,-45.75729144411814,57.6,-354.0,358.6606654520664,
405,80875.0,13334.950093394258,-46.04441376815019,57.2,-353.2,357.8093427016386,
406,81050.0,13272.043847404982,-45.979663339895,57.6,-355.6,360.23949985194076,
407,81225.0,13281.914217750502,-45.951728123607836,58.8,-354.8,359.63960059839326,
408,81400.0,13256.8870375589,-45.94875086716524,59.2,-355.2,360.09979689133286,
